event,channel,waveform_index_save,dt_ns_coinc,dt_ns_save,channel_coincident_left,waveform_index_coincident_left,channel_coincident_right,waveform_index_coincident_right
1,2080,486,16,0,2030,224,2050,460
1,2080,489,32,0,2040,307,2051,262
1,2080,492,-32,0,2040,317,2050,467
1,2080,515,80,0,2030,256,2060,191
1,2080,516,16,0,2030,257,2050,484
1,2081,193,32,0,2040,306,2050,460
1,2081,196,0,0,2041,359,2051,262
1,2081,199,-32,-32,2040,317,2050,467
1,2081,219,32,16,2031,160,2060,191
1,2081,220,16,0,2030,257,2050,484
2,2080,202,48,0,2030,306,2060,540
2,2080,204,-32,0,2041,370,2051,125
2,2080,205,16,0,2031,501,2060,547
2,2080,212,0,0,2040,272,2050,173
2,2080,215,-32,0,2040,279,2050,178
2,2080,216,48,0,2031,517,2060,559
2,2080,218,-48,16,2030,330,2051,140
2,2080,223,-16,0,2031,528,2050,189
2,2080,225,0,16,2031,530,2050,191
2,2081,458,-16,-16,2030,306,2050,159
2,2081,460,-48,0,2041,370,2050,164
2,2081,461,0,16,2041,374,2050,166
2,2081,468,0,0,2040,272,2050,173
2,2081,471,-32,-16,2040,279,2050,178
2,2081,472,48,0,2031,517,2060,559
2,2081,475,-48,16,2030,330,2051,140
2,2081,480,-16,16,2031,528,2050,189
2,2081,482,0,16,2031,530,2050,191
3,2080,267,16,0,2031,151,2061,295
3,2080,275,-144,144,2040,204,2050,105
3,2080,291,32,-16,2031,186,2060,145
3,2080,292,32,0,2040,221,2060,146
3,2081,48,16,0,2031,151,2061,295
3,2081,56,-144,128,2040,204,2050,105
3,2081,69,32,-16,2031,186,2060,145
3,2081,70,-16,0,2040,221,2050,122
4,2080,215,32,0,2040,119,2050,167
4,2080,221,0,-16,2030,349,2050,176
4,2080,222,48,16,2031,392,2050,177
4,2080,228,16,48,2031,406,2060,446
4,2081,74,48,0,2030,340,2050,167
4,2081,80,0,-32,2030,349,2050,176
4,2081,81,48,48,2031,392,2050,177
5,2080,291,32,32,2030,211,2050,250
5,2080,294,0,16,2041,123,2051,89
5,2080,295,0,-16,2030,215,2050,253
5,2080,306,-16,0,2040,385,2050,272
5,2080,310,-16,0,2041,150,2051,109
5,2080,314,-128,-16,2031,443,2060,483
5,2080,319,16,-32,2031,445,2060,486
5,2081,55,32,48,2030,211,2050,250
5,2081,58,0,16,2041,123,2051,89
5,2081,59,0,0,2030,215,2050,253
5,2081,70,-16,-32,2040,385,2050,272
5,2081,74,0,-16,2031,438,2050,276
5,2081,78,-128,-64,2031,443,2060,483
5,2081,83,16,-16,2031,445,2060,486
6,2080,187,-16,-16,2031,249,2050,107
6,2080,191,48,0,2031,252,2060,219
6,2080,194,-48,16,2031,257,2050,113
6,2080,196,32,0,2040,362,2060,223
6,2080,199,16,-16,2031,261,2050,119
6,2080,202,0,0,2031,265,2050,120
6,2080,203,0,-16,2031,267,2051,156
6,2080,208,0,0,2030,476,2050,134
6,2080,212,0,0,2031,283,2050,136
6,2081,423,-16,0,2031,249,2050,107
6,2081,427,48,16,2031,252,2060,219
6,2081,431,-48,16,2031,257,2050,113
6,2081,433,-16,0,2031,258,2050,115
6,2081,436,16,-16,2031,261,2050,119
6,2081,439,0,0,2031,265,2050,120
6,2081,440,0,0,2031,267,2051,156
6,2081,444,0,0,2030,476,2050,134
6,2081,448,64,16,2030,477,2050,136
7,2080,483,32,0,2030,102,2050,449
7,2080,484,0,16,2031,279,2050,451
7,2080,487,-32,0,2040,148,2050,453
7,2080,493,16,-80,2041,205,2061,365
7,2080,499,16,0,2041,214,2050,461
7,2080,505,-32,-16,2031,300,2050,466
7,2080,509,0,0,2031,305,2050,469
7,2080,510,32,32,2031,306,2050,471
7,2080,513,96,0,2040,179,2060,351
7,2080,517,0,-16,2041,229,2050,474
7,2081,65,48,0,2041,195,2050,449
7,2081,66,0,16,2031,279,2050,451
7,2081,69,32,0,2040,148,2060,329
7,2081,74,16,-96,2041,205,2061,365
7,2081,80,32,-16,2030,120,2050,461
7,2081,86,-32,-16,2031,300,2050,466
7,2081,89,0,-16,2031,305,2050,469
7,2081,91,32,32,2031,306,2050,471
7,2081,93,96,0,2040,179,2060,351
7,2081,96,0,-32,2041,229,2050,474
8,2080,292,16,-16,2030,480,2050,350
8,2080,297,-96,32,2031,252,2050,355
8,2080,298,16,0,2040,403,2061,113
8,2080,299,48,-16,2030,487,2060,208
8,2080,300,48,-32,2040,407,2060,209
8,2080,302,0,0,2040,410,2050,360
8,2080,311,0,0,2031,271,2051,186
8,2080,312,0,0,2030,498,2050,377
8,2080,318,0,16,2031,278,2050,380
8,2080,320,32,0,2031,279,2061,133
8,2081,438,16,0,2030,480,2050,350
8,2081,443,-96,16,2031,252,2050,355
8,2081,444,16,0,2040,403,2061,113
8,2081,446,48,-16,2030,487,2060,208
8,2081,447,48,-48,2040,407,2060,209
8,2081,449,16,0,2031,262,2050,360
8,2081,457,0,-16,2031,271,2051,186
8,2081,458,0,-16,2030,498,2050,377
8,2081,464,0,0,2031,278,2050,380
8,2081,466,32,0,2031,279,2061,133
9,2080,396,32,48,2040,273,2050,365
9,2081,55,32,16,2040,273,2050,365
10,2080,550,-32,-112,2030,233,2051,195
10,2080,554,-16,0,2031,282,2051,200
10,2080,556,0,-32,2041,424,2050,517
10,2080,562,-16,0,2041,429,2050,524
10,2080,566,0,0,2031,299,2050,529
10,2080,567,64,96,2031,298,2050,528
10,2080,568,-16,0,2040,389,2050,530
10,2080,570,0,0,2041,436,2050,532
10,2080,573,0,32,2040,396,2050,535
10,2080,577,-16,0,2031,311,2050,539
10,2081,161,-32,-48,2030,233,2051,195
10,2081,164,-16,0,2031,282,2051,200
10,2081,166,0,-16,2041,424,2050,517
10,2081,175,64,112,2031,298,2050,528
10,2081,176,80,0,2040,388,2060,340
10,2081,177,-16,-16,2040,389,2050,530
10,2081,179,0,-16,2031,303,2051,213
10,2081,182,0,0,2040,396,2050,535
10,2081,186,-32,0,2031,311,2051,221
11,2080,521,16,-64,2030,134,2051,176
11,2080,522,0,0,2040,433,2050,482
11,2080,533,-16,0,2040,448,2051,184
11,2080,534,-32,16,2031,273,2050,492
11,2080,547,-80,0,2040,459,2051,192
11,2080,551,48,0,2040,466,2050,504
11,2080,553,0,0,2040,469,2050,509
11,2081,95,16,-48,2030,134,2051,176
11,2081,104,0,-16,2040,447,2051,183
11,2081,105,-32,16,2031,273,2050,492
11,2081,118,-96,0,2040,459,2050,498
11,2081,122,64,0,2041,238,2050,504
11,2081,124,0,-16,2040,469,2050,509
12,2080,447,0,0,2030,167,2050,505
12,2080,450,-32,-16,2040,352,2050,509
12,2080,458,-16,0,2030,177,2060,246
12,2080,466,32,0,2041,404,2061,291
12,2081,133,16,-16,2040,349,2050,505
12,2081,136,-32,-48,2040,352,2050,509
12,2081,143,-16,-16,2030,177,2060,246
13,2080,110,0,-16,2030,355,2051,48
13,2080,111,16,0,2030,358,2051,49
13,2080,112,-16,-16,2031,272,2050,175
13,2080,113,80,0,2040,317,2060,225
13,2080,120,16,0,2040,329,2051,61
13,2080,125,0,0,2030,375,2050,195
13,2080,129,80,96,2031,293,2051,70
13,2080,131,-16,-16,2031,296,2050,201
13,2080,139,48,128,2031,301,2060,253
13,2081,392,0,0,2030,355,2051,48
13,2081,393,-16,-32,2030,358,2050,172
13,2081,394,-16,0,2031,272,2050,175
13,2081,395,96,0,2031,273,2060,225
13,2081,400,16,0,2040,329,2051,61
13,2081,405,0,0,2030,375,2050,195
13,2081,409,80,80,2031,293,2051,70
13,2081,411,-16,-64,2031,296,2050,201
13,2081,419,48,208,2031,301,2060,253
14,2080,204,16,0,2030,490,2051,89
14,2080,208,64,-48,2040,270,2060,313
14,2080,212,128,80,2030,498,2060,322
14,2080,214,64,-32,2030,502,2050,169
14,2080,216,0,-16,2030,503,2051,103
14,2080,217,48,0,2031,379,2060,335
14,2080,220,-48,0,2031,382,2050,176
14,2080,222,16,0,2031,384,2050,180
14,2080,228,-112,112,2041,434,2050,185
14,2080,232,-64,32,2040,299,2050,194
14,2080,235,-32,-16,2040,304,2050,197
14,2080,236,0,32,2031,404,2050,201
14,2080,237,16,0,2031,405,2060,359
14,2081,56,0,0,2031,363,2050,152
14,2081,60,64,-32,2040,270,2060,313
14,2081,64,128,80,2030,498,2060,322
14,2081,66,64,0,2030,502,2050,169
14,2081,68,-48,16,2030,503,2050,173
14,2081,69,48,0,2031,379,2060,335
14,2081,72,-48,0,2031,382,2050,176
14,2081,74,16,-16,2031,384,2050,180
14,2081,84,-64,32,2040,299,2050,194
14,2081,86,-32,-48,2040,304,2050,197
14,2081,87,0,0,2031,404,2050,201
14,2081,88,-16,0,2031,405,2051,125
15,2080,528,-32,0,2031,260,2050,148
15,2080,556,32,0,2031,289,2051,498
15,2080,566,-48,0,2031,299,2050,176
15,2080,569,80,-16,2041,423,2060,340
15,2081,437,-32,-16,2031,260,2050,148
15,2081,463,32,0,2031,289,2051,498
15,2081,472,16,128,2040,247,2060,333
15,2081,473,-48,0,2031,299,2050,176
15,2081,476,80,-48,2041,423,2060,340
16,2080,363,-160,-64,2040,104,2061,512
16,2080,370,0,-32,2030,156,2050,329
16,2080,371,48,0,2040,114,2060,442
16,2080,391,32,0,2030,173,2050,350
16,2080,392,-16,0,2041,213,2050,353
16,2080,394,48,0,2031,507,2060,466
16,2081,291,-160,-80,2040,104,2061,512
16,2081,297,0,-16,2030,156,2050,329
16,2081,299,48,0,2040,114,2060,442
16,2081,318,32,0,2030,173,2050,350
17,2080,226,48,0,2040,276,2060,322
17,2080,229,-16,-16,2041,469,2050,197
17,2080,241,0,0,2040,304,2050,208
17,2080,248,-32,0,2030,456,2050,217
17,2080,253,80,-160,2040,317,2051,171
17,2080,254,48,-16,2040,318,2060,351
17,2080,255,128,272,2041,504,2050,223
17,2081,398,48,0,2040,276,2060,322
17,2081,401,-16,0,2041,469,2050,197
17,2081,411,0,0,2040,304,2050,208
17,2081,418,-16,0,2030,456,2051,165
17,2081,419,16,64,2031,391,2060,346
17,2081,424,80,96,2040,317,2051,171
17,2081,425,48,0,2040,318,2060,351
18,2080,201,-32,0,2030,543,2050,257
18,2080,206,0,0,2030,549,2051,157
18,2080,210,16,0,2030,557,2050,268
18,2080,214,-16,0,2031,351,2050,270
18,2080,215,-64,80,2030,561,2061,136
18,2080,222,-16,0,2040,521,2050,276
18,2080,229,0,-16,2041,416,2050,281
18,2080,230,0,-16,2040,534,2050,282
18,2080,233,32,-16,2030,577,2060,321
18,2081,425,-32,-32,2030,543,2050,257
18,2081,431,0,-16,2030,549,2051,157
18,2081,435,16,0,2030,557,2050,268
18,2081,439,-16,-16,2031,351,2050,270
18,2081,440,-64,80,2030,561,2061,136
18,2081,447,-16,0,2030,565,2051,167
18,2081,454,0,-16,2041,416,2050,281
18,2081,455,0,-32,2040,534,2050,282
18,2081,458,32,-16,2030,577,2060,321
19,2080,254,-16,0,2031,461,2050,162
19,2080,261,16,-16,2031,471,2060,431
19,2080,269,0,0,2040,303,2050,179
19,2080,271,16,-16,2031,485,2060,440
19,2080,275,0,0,2030,546,2051,223
19,2080,277,-48,-16,2040,322,2051,224
19,2080,280,0,0,2041,381,2051,230
19,2081,134,16,0,2030,516,2050,162
19,2081,141,16,-16,2031,471,2060,431
19,2081,149,0,0,2040,303,2050,179
19,2081,151,-32,-16,2031,485,2050,181
19,2081,155,-32,0,2030,546,2050,189
19,2081,158,-48,16,2040,322,2051,224
19,2081,161,16,0,2030,560,2051,230
20,2080,454,0,0,2031,109,2051,394
20,2080,456,-32,0,2031,110,2051,396
20,2080,463,-16,-16,2041,500,2050,313
20,2080,465,-16,0,2041,502,2050,314
20,2080,468,16,16,2031,123,2060,172
20,2080,470,32,16,2031,125,2060,173
20,2080,471,-16,0,2041,509,2050,321
20,2080,477,32,0,2040,231,2050,329
20,2080,479,0,16,2041,520,2060,188
20,2080,490,0,-16,2030,282,2050,347
20,2080,491,-144,160,2041,533,2060,205
20,2081,563,0,-16,2031,109,2051,394
20,2081,565,-32,16,2031,110,2051,396
20,2081,572,-16,0,2041,500,2050,313
