run,event,channel,waveform_index_save,fprompt
039519,1,2081,446,0.54079845104185875
039519,1,2081,458,0.54966332749253366
039519,1,2081,460,0.5369477261692831
039519,1,2081,469,0.56275704975428675
039519,1,2081,470,0.53223657236572364
039519,2,2081,123,0.55003520064366895
039519,2,2081,127,0.54597737470770402
039519,3,2081,391,0.54945620790990379
039519,3,2081,393,0.5461050009114663
039519,3,2081,394,0.53592248953116017
039519,3,2081,395,0.54631870495858881
039519,3,2081,400,0.54282536151279204
039519,3,2081,404,0.54547302103444772
039519,3,2081,409,0.53729186734553458
039519,3,2081,416,0.52531776590899681
039519,4,2081,407,0.54264499951151202
039519,4,2081,411,0.5491752269035246
039519,4,2081,421,0.529906596275454
039519,5,2081,435,0.5486810043436805
039519,6,2081,453,0.54452865505661274
039519,6,2081,462,0.53361267433325177
039519,6,2081,463,0.53821656050955413
039519,6,2081,471,0.54120553359683798
039519,6,2081,473,0.55111550409488841
039519,6,2081,474,0.54516529148465731
039519,6,2081,478,0.56859269282814617
039519,7,2081,410,0.54353520409400691
039519,7,2081,412,0.52724743753208259
039519,7,2081,413,0.5345667898053581
039519,7,2081,418,0.53050134199277643
039519,7,2081,419,0.55350444951092148
039519,8,2081,453,0.54196075463129412
039519,9,2081,234,0.56539272294015219
039519,9,2081,237,0.54551351351351351
039519,9,2081,240,0.53407127044204816
039519,9,2081,244,0.54647403102361558
039519,9,2081,249,0.53696881269378083
039519,9,2081,251,0.52033874774399558
039519,9,2081,253,0.55388984655381923
039519,9,2081,254,0.54731222385861567
039519,9,2081,260,0.53714477511747594
039519,10,2081,131,0.56830881514425813
039519,10,2081,133,0.57132946194562928
039519,10,2081,134,0.55623667207740535
039519,10,2081,137,0.53820268791676129
039519,10,2081,142,0.54760067890757602
039519,10,2081,143,0.54372575281729174
039519,10,2081,144,0.54699148312554424
039519,10,2081,147,0.54691450640437889
039519,10,2081,148,0.53728066179552125
039519,10,2081,158,0.54780151259151988
039519,11,2081,407,0.54290533043362477
039519,11,2081,412,0.53622330376032801
039519,11,2081,427,0.54625978786027651
039519,11,2081,431,0.52940255674406467
039519,12,2081,416,0.54320914294768952
039519,14,2081,374,0.55795143259050861
039519,14,2081,377,0.54815871437171204
039519,14,2081,379,0.53579504573954162
039519,14,2081,384,0.53808291470036029
039519,14,2081,394,0.54681803978752208
039519,14,2081,395,0.54482815416712416
039519,15,2081,429,0.54707702594484486
039519,15,2081,434,0.54826876988614726
039519,16,2081,537,0.54448991124723123
039519,16,2081,538,0.54861593241543338
039519,16,2081,545,0.49534172050323022
039519,16,2081,548,0.54411675893306488
039519,16,2081,563,0.54709727028066124
039519,17,2081,12,0.53633326671044745
039519,17,2081,17,0.5313232830820771
039519,18,2081,52,0.5351661939050113
039519,18,2081,55,0.5544467317044065
039519,18,2081,65,0.53871646703149512
039519,18,2081,73,0.53345251802921034
039519,19,2081,340,0.52709440483905812
039519,19,2081,367,0.54263828633405642
039519,20,2081,393,0.5345931100713821
039519,20,2081,394,0.54937517954610748
039519,21,2081,232,0.5506023792084459
039519,22,2081,121,0.53584214918301976
039519,22,2081,129,0.55198713495031182
039519,22,2081,141,0.53815438189204878
039519,22,2081,147,0.5408375914980087
039519,23,2081,395,0.54295545092357844
039519,23,2081,399,0.54943632567849687
039519,23,2081,403,0.54777680660896044
039519,23,2081,404,0.53886129595182852
039519,23,2081,410,0.53527051146504778
039519,24,2081,44,0.54131406117918091
039519,24,2081,45,0.56085854318066586
039519,24,2081,46,0.54511373057928703
039519,25,2081,594,0.55370818401760868
039519,25,2081,596,0.5386356288393146
039519,25,2081,599,0.53895310044020117
039519,25,2081,607,0.54422392069475389
039519,25,2081,615,0.53920117654724342
039519,25,2081,618,0.55784439948501008
039519,25,2081,622,0.54047904484623099
039519,25,2081,624,0.54335751565438106
039519,25,2081,627,0.54294962681576198
039519,25,2081,631,0.54002755133922231
039519,26,2081,398,0.53794172947434393
039519,26,2081,414,0.53994560060724905
039519,27,2081,46,0.54890660438035277
039519,27,2081,59,0.53945880609817909
039519,27,2081,67,0.54758508253515381
039519,27,2081,70,0.54550729122345565
039519,27,2081,74,0.54466649521187271
039519,28,2081,98,0.55310669484045261
039519,28,2081,102,0.55539987463589102
039519,29,2081,477,0.50045158376878907
039519,29,2081,499,0.52314643663996718
039519,29,2081,500,0.55380581548703134
039519,30,2081,75,0.51061056532230265
039519,30,2081,79,0.54305900156610176
039519,30,2081,83,0.54224669143428372
039519,30,2081,100,0.54355959380010688
039519,31,2081,78,0.54307672316174427
039519,31,2081,80,0.54211177696717039
039519,31,2081,81,0.54728184275581637
039519,31,2081,87,0.27371376503568456
039519,31,2081,90,0.54811689391420015
039519,31,2081,101,0.54273429861101807
039519,31,2081,102,0.5307150626896433
039519,31,2081,105,0.53593179049939099
039519,32,2081,428,0.54668663421939345
039519,32,2081,435,0.54339545870678252
039519,32,2081,438,0.55071197894519086
039519,33,2081,371,0.54065289762657964
039519,33,2081,377,0.55034484465490785
039519,33,2081,381,0.54213725921042999
039519,33,2081,387,0.53514002360551205
039519,33,2081,395,0.54703416856492026
039519,34,2081,375,0.54183514774494557
039519,34,2081,390,0.53676800119510004
039519,34,2081,395,0.56380339103207888
039519,35,2081,251,0.54457268663686709
039519,35,2081,252,0.546004087712613
039519,35,2081,269,0.54360227827205199
039519,35,2081,284,0.55020749831518467
039519,36,2081,457,0.51078034682080919
039519,36,2081,459,0.5399773752496404
039519,36,2081,462,0.54271940296560139
039519,36,2081,465,0.54264208024202265
039519,36,2081,467,0.52858596134282809
039519,36,2081,479,0.54238044073225622
039519,36,2081,482,0.54793544742207267
039519,37,2081,314,0.5295770082653557
039519,37,2081,318,0.53743189147114423
039519,37,2081,321,0.53751163290142456
039519,37,2081,330,0.53583679161465192
039519,37,2081,342,0.54293448619221318
039519,38,2081,59,0.5333319298097875
039519,38,2081,61,0.5670785525154457
039519,38,2081,68,0.53914813023855579
039519,38,2081,72,0.55602240896358546
039519,39,2081,60,0.53871643332568286
039519,39,2081,62,0.53593611357586513
039519,39,2081,64,0.55792845438572247
039519,40,2081,119,0.54616992212583626
039519,40,2081,123,0.53997918152553159
039519,40,2081,125,0.54898636716818539
039519,40,2081,131,0.54204376580294822
039519,40,2081,139,0.54888129138356345
039519,40,2081,141,0.52716230646022422
039519,40,2081,144,0.5387961927697027
039519,40,2081,149,0.52455919999232969
039519,41,2081,142,0.55048346872402176
039519,41,2081,143,0.54121851541526311
039519,41,2081,146,0.54240657813465099
039519,41,2081,156,0.50132605604028135
039519,41,2081,158,0.53393432066967161
039519,42,2081,106,0.55816798042946458
039519,42,2081,112,0.53681532889097794
039519,42,2081,113,0.55260006531915662
039519,42,2081,115,0.53205552578207915
039519,42,2081,119,0.53419550025566731
039519,42,2081,120,0.54207808798871526
039519,42,2081,126,0.5274351652880398
039519,43,2081,415,0.55075028740848309
039519,43,2081,416,0.54330920241519931
039519,43,2081,418,0.53119839260156332
039519,43,2081,419,0.54280354501617378
039519,43,2081,421,0.54835998425414656
039519,43,2081,438,0.55841283216467541
039519,43,2081,439,0.55669500605284761
039519,43,2081,444,0.5385073401088184
039519,43,2081,452,0.55611605885284621
039519,44,2081,476,0.52210925718733281
039519,44,2081,478,0.5493144094298773
039519,44,2081,480,0.55897724531639459
039519,44,2081,482,0.5431148262208535
039519,44,2081,485,0.56082874460246401
039519,45,2081,96,0.53624532985632256
039519,45,2081,101,0.54860294866218107
039519,45,2081,104,0.5832843402393999
039519,46,2081,138,0.53737337116801809
039519,46,2081,150,0.5339199784635057
039519,46,2081,151,0.54171517671517666
039519,46,2081,153,0.55834085363815633
039519,46,2081,154,0.4621442634687668
039519,46,2081,164,0.53655694727643466
039519,47,2081,455,0.51944209636517324
039519,47,2081,464,0.55005040141123951
039519,47,2081,466,0.55288213813652354
039519,47,2081,473,0.55628917116332066
039519,47,2081,475,0.55602895950794462
039519,47,2081,479,0.54879465071265177
039519,47,2081,481,0.54209940845626836
039519,48,2081,468,0.54664608809212867
039519,48,2081,469,0.5389564579394418
039519,48,2081,480,0.54272568702833546
039519,49,2081,515,0.54874135491200449
039519,49,2081,530,0.5409908176169792
039519,49,2081,531,0.5425449504627553
039519,50,2081,472,0.53470175645408469
039519,51,2081,346,0.54076965585354675
039519,51,2081,351,0.55203806709542846
039519,51,2081,357,0.55150435371759809
039519,52,2081,507,0.54381999077943521
039519,52,2081,512,0.54576882609349164
039519,52,2081,518,0.54962719575382279
039519,52,2081,520,0.54364536809163555
039519,53,2081,239,0.54121424340977342
039519,53,2081,242,0.5420772597046879
039519,53,2081,244,0.54265494666857017
039519,53,2081,246,0.53485782802329562
039519,53,2081,249,0.5394832197962921
039519,54,2081,381,0.54672615198930985
039519,54,2081,385,0.54450767744013739
039519,54,2081,401,0.54423883882506707
039519,55,2081,96,0.54320826592913429
039519,55,2081,97,0.54490743479032355
039519,55,2081,105,0.55026511083607432
039519,55,2081,114,0.5530218242865137
039519,56,2081,90,0.54003607231240303
039519,56,2081,94,0.53717132486090968
039519,56,2081,98,0.54513776337115072
039519,57,2081,521,0.54512144053601341
039519,57,2081,522,0.53824619184849731
039519,57,2081,526,0.5477555042659682
039519,58,2081,432,0.53108386343382197
039519,58,2081,437,0.5402170076274958
039519,58,2081,438,0.557978616388354
039519,58,2081,442,0.53941079434903982
039519,58,2081,445,0.54244996592106076
039519,59,2081,259,0.5394145708860173
039519,59,2081,269,0.54579558323895805
039519,59,2081,271,0.5373766097927698
039519,60,2081,498,0.56333101501452354
039519,61,2081,130,0.5407393164447436
039519,61,2081,133,0.54046715282480984
039519,61,2081,140,0.54077449139549705
039519,61,2081,142,0.53362686278304627
039519,61,2081,146,0.54279638490164805
039519,62,2081,182,0.5634287252024589
039519,62,2081,187,0.54402282321287754
039519,62,2081,190,0.54020436164067009
039519,62,2081,199,0.5225747406955461
039519,62,2081,208,0.54706956124910355
039519,63,2081,110,0.53510762497283471
039519,63,2081,114,0.53445881123186845
039519,64,2081,254,0.54304286335944296
039519,64,2081,255,0.53694535088706352
039519,64,2081,259,0.5537000913324388
039519,65,2081,359,0.54040305462707683
039519,65,2081,360,0.53999366687777073
039519,65,2081,368,0.53693503755435501
039519,65,2081,378,0.54563592709073083
039519,65,2081,380,0.54313947414243424
039519,65,2081,381,0.57304435194488301
039519,65,2081,382,0.54511307014181676
039519,65,2081,391,0.55277271543868789
039519,66,2081,103,0.540431346919375
039519,66,2081,113,0.54090055802710413
039519,66,2081,115,0.53415664309980715
039519,66,2081,116,0.54338492261607585
039519,66,2081,123,0.53687771588556099
039519,66,2081,127,0.50756663153139592
039519,66,2081,130,0.55089054587832476
039519,66,2081,133,0.54639651192613492
039519,67,2081,493,0.5492424242424242
039519,67,2081,494,0.55042150469222206
039519,67,2081,498,0.54283645276292336
039519,67,2081,516,0.53140355797251659
039519,68,2081,274,0.54888158519016939
039519,69,2081,116,0.53968401920119313
039519,69,2081,126,0.55196250612644993
039519,69,2081,130,0.5574924336625765
039519,70,2081,106,0.5472804532577904
039519,70,2081,111,0.55042971709203004
039519,71,2081,339,0.55236273352598808
039519,71,2081,343,0.54048305496302396
039519,71,2081,347,0.50870605710513284
039519,71,2081,348,0.5255470631347503
039519,72,2081,326,0.53849949667410146
039519,72,2081,328,0.54360188103057783
039519,72,2081,334,0.55682263756371719
039519,72,2081,340,0.53117862317950737
039519,72,2081,348,0.52671439804660014
039519,72,2081,351,0.53386106110346288
039519,73,2081,114,0.54203835775601772
039519,73,2081,120,0.54742446755819718
039519,73,2081,122,0.53092086389902049
039519,73,2081,127,0.53658190285527685
039519,73,2081,131,0.54974573837238772
039519,74,2081,97,0.53957187850317623
039519,74,2081,103,0.53492043038464021
039519,74,2081,111,0.5497719843116301
039519,75,2081,60,0.56311452813428498
039519,75,2081,61,0.55067352403388503
039519,75,2081,66,0.55080829635997974
039519,75,2081,69,0.54170310561532675
039519,75,2081,73,0.54666490172551463
039519,75,2081,75,0.55119397112678192
039519,75,2081,79,0.55491853303989203
039519,75,2081,85,0.54052253176702625
039519,75,2081,87,0.5561906362948642
039519,75,2081,93,0.54132350400276452
039519,76,2081,271,0.53942234433080138
039519,76,2081,275,0.53334833145856764
039519,76,2081,278,0.53180788574499938
039519,76,2081,282,0.54222052801790388
039519,76,2081,285,0.54177700152121244
039519,76,2081,292,0.539222021194107
039519,77,2081,310,0.54066675544901677
039519,77,2081,313,0.53647447436301887
039519,77,2081,316,0.53281137323580918
039519,77,2081,331,0.54420291529025855
039519,77,2081,333,0.53367060624096585
039519,77,2081,345,0.53121133506286167
039519,77,2081,348,0.55424937132254204
039519,78,2081,181,0.53239009988305441
039519,78,2081,191,0.5461811456777016
039519,78,2081,198,0.53166270811102312
039519,79,2081,47,0.54865856390724765
039519,79,2081,55,0.54690820525473782
039519,79,2081,60,0.54257367431535553
039519,79,2081,61,0.54650393428271871
039519,80,2081,422,0.54711200590228715
039519,80,2081,431,0.55738736966358449
039519,80,2081,436,0.54339941104646983
039519,80,2081,440,0.54308598861486401
039519,80,2081,444,0.53572079128565708
039519,80,2081,447,0.54802761671749844
039519,80,2081,448,0.54804232522188756
039519,81,2081,336,0.55472580523497017
039519,81,2081,337,0.55118785557048511
039519,81,2081,338,0.53706746286581653
039519,81,2081,350,0.55064609023111566
039519,81,2081,355,0.53323420074349437
039519,81,2081,359,0.50955572102258628
039519,82,2081,515,0.53821423978738914
039519,82,2081,522,0.53823780661432696
039519,82,2081,523,0.54839465666744791
039519,82,2081,526,0.5401010207532555
039519,82,2081,531,0.55265444829241084
039519,82,2081,534,0.5494038517462313
039519,82,2081,538,0.55910390848427072
039519,82,2081,540,0.56142706864522485
039519,83,2081,416,0.54882756810333511
039519,83,2081,421,0.55252349735407946
039519,83,2081,425,0.54941327779105631
039519,83,2081,431,0.54290441452959315
039519,83,2081,437,0.53907455980723129
039519,83,2081,445,0.54035915007180735
039519,84,2081,232,0.54607457806255577
039519,84,2081,234,0.54576235761312575
039519,84,2081,238,0.54363042463835742
039519,85,2081,263,0.55356792593464355
039519,85,2081,266,0.54119329466910304
039519,85,2081,267,0.54892508143322472
039519,85,2081,277,0.53535332743253539
039519,85,2081,279,0.54329022389097481
039519,85,2081,285,0.54209732069132432
039519,86,2081,42,0.54506371584648383
039519,86,2081,49,0.54562484892434127
039519,86,2081,65,0.54993719678724118
039519,86,2081,68,0.54341534008683068
039519,86,2081,74,0.53575450657676826
039519,87,2081,194,0.53947505517509209
039519,87,2081,198,0.54534786253143341
039519,87,2081,201,0.55310847413904296
039519,87,2081,203,0.53044776119402981
039519,87,2081,213,0.55472962532226189
039519,87,2081,214,0.53786181818181822
039519,87,2081,218,0.54775704597550978
039519,87,2081,226,0.53539593327128232
039519,88,2081,366,0.54554132282300771
039519,88,2081,385,0.54354780455084872
039519,89,2081,290,0.53963988850104216
039519,89,2081,298,0.5578339570245695
039519,89,2081,306,0.53964506055297434
039519,90,2081,78,0.5496308937926655
039519,90,2081,79,0.54169008806445573
039519,90,2081,85,0.54303871954807581
039519,90,2081,88,0.55978698805311289
039519,91,2081,95,0.54182926829268296
039519,91,2081,103,0.54999876576732243
039519,91,2081,109,0.5375040588808313
039519,91,2081,111,0.54508373722347525
039519,91,2081,117,0.56423976246443153
039519,91,2081,118,0.53662486810139631
039519,91,2081,120,0.54553752535496958
039519,91,2081,124,0.55353176892738865
039519,91,2081,127,0.56241099264847394
039519,92,2081,610,0.54701438712371409
039519,92,2081,618,0.55412436953329502
039519,93,2081,101,0.52680001830915002
039519,93,2081,103,0.54112065070040671
039519,93,2081,116,0.54735011407412948
039519,93,2081,119,0.54694396539124845
039519,94,2081,144,0.5376239751496168
039519,94,2081,156,0.54414328736725315
039519,94,2081,162,0.54619948460816237
039519,95,2081,186,0.53647910205287253
039519,95,2081,187,0.52455529179640537
039519,95,2081,191,0.54225740270079925
039519,95,2081,193,0.54514466283724339
039519,95,2081,197,0.54050288175311922
039519,96,2081,113,0.53366570811141933
039519,96,2081,118,0.54209618125890913
039519,96,2081,120,0.56966939005678463
039519,96,2081,122,0.54111154582707
039519,96,2081,128,0.57292349889690541
039519,96,2081,142,0.53219315895372232
039519,97,2081,74,0.54493601825215754
039519,97,2081,75,0.53934606714083499
039519,97,2081,100,0.54096128897929108
039519,97,2081,102,0.51280834110367046
039519,97,2081,104,0.54956434162940804
039519,98,2081,49,0.532777694722679
039519,98,2081,55,0.54593933310329679
039519,98,2081,72,0.54034827134676644
039519,99,2081,59,0.54477650040146852
039519,99,2081,63,0.53742234493639685
039519,99,2081,76,0.54805194805194801
039519,99,2081,78,0.56010374278942898
039519,100,2081,107,0.53698928636281096
039519,100,2081,108,0.53447855750487328
039519,100,2081,121,0.55869405722670584
039519,100,2081,129,0.53942131642384017
039519,100,2081,130,0.53435977731384832
039519,100,2081,134,0.54964775207969696
039519,100,2081,135,0.54292895041289346
039519,100,2081,139,0.55420949988430901
039519,101,2081,84,0.5310581720345845
039519,101,2081,98,0.54119744744744747
039519,101,2081,110,0.54484688860312069
039519,102,2081,495,0.54596003615469046
039519,102,2081,513,0.56288388091037012
039519,103,2081,302,0.53424535965648834
039519,103,2081,307,0.55170675349228027
039519,104,2081,166,0.54014395550466221
039519,104,2081,175,0.55464730209890689
039519,104,2081,178,0.55340160151134588
