sample,mean,median,percentile_16,percentile_84
0,0.81466394662857056,0,-3,4
1,0.87712150812149048,0,-3,4
2,0.86829596757888794,0,-3,4
3,0.89409369230270386,0,-3,4
4,0.77732521295547485,0,-3,4
5,0.83367276191711426,0,-2,4
6,0.7834351658821106,0,-2.5,4
7,0.72572982311248779,0,-2.5,4
8,0.71486759185791016,0,-2,3.7400000000000091
9,0.62864899635314941,0,-2,4
10,0.59674131870269775,0,-2,3.5
11,0.54243040084838867,0,-2,3.5
12,0.4501018226146698,0,-2,3
13,0.3720298707485199,0,-2,3
14,0.35030549764633179,0,-2,3
15,0.35913103818893433,0,-2,3
16,0.41344195604324341,0,-2,3
17,0.40529531240463257,0,-2,3
18,0.38696536421775818,0,-2,3
19,0.49219280481338501,0,-2,3
20,0.43991854786872864,0,-2,3
21,0.43991854786872864,0,-2,3
22,0.50916498899459839,0,-2,3
23,0.44534963369369507,0,-2,3
24,0.44534963369369507,0,-2,2.5
25,0.44602850079536438,0,-2,2.5
26,0.32382890582084656,0,-2,2
27,0.30617785453796387,0,-2,2
28,0.31432449817657471,0,-2,2
29,0.3326544463634491,0,-2,2
30,0.27087575197219849,0,-2.5,2
31,0.3136456310749054,0,-2.5,2
32,0.38357093930244446,0,-2.5,2
33,0.48268839716911316,0,-3,2
34,0.61099797487258911,0,-2.5,2.5
35,0.56619143486022949,0,-3,2
36,0.56279700994491577,0,-3,2.5
37,0.63679563999176025,0,-3,2.5
38,0.53360486030578613,0,-3,2
39,0.56483370065689087,0,-3,2.5
40,0.58723694086074829,0,-3,2.5
41,0.51731163263320923,0,-3,2
42,0.59674131870269775,0,-3,2.5
43,0.59063136577606201,0,-3,2.5
44,0.53496265411376953,0,-3.2399999999999949,3
45,0.44399183988571167,0,-3,2.5
46,0.42566192150115967,0,-3.5,3
47,0.42090970277786255,-0.5,-3.5,2.7400000000000091
48,0.4304141104221344,-0.5,-4,3
49,0.38900202512741089,0,-4,2.5
50,0.59470468759536743,-0.5,-4,3
51,0.63883233070373535,-1,-4,3
52,0.73116087913513184,-1,-4,3
53,0.79226070642471313,-1,-4,3
54,0.77732521295547485,-1,-4,3
55,1.0454853773117065,-0.5,-4,3
56,1.0658520460128784,-1,-4,3
57,1.1866937875747681,-1,-4.5,3
58,1.4222674369812012,-1,-4.5,3.7400000000000091
59,1.7651052474975586,-1,-4.5,4
60,2.1052274703979492,-1,-5,3.7400000000000091
61,2.5254583358764648,-1,-4.5,4
62,3.2464358806610107,0,-5,4
63,4.8961305618286133,0,-4,7
64,11.347589492797852,1,-4,17
65,34.234214782714844,8,-2,65
66,99.852684020996094,56,11.760000000000005,186
67,248.09368896484375,198,84.52000000000001,396.24000000000001
68,494.9552001953125,429,257.51999999999998,678.44000000000005
69,802.94500732421875,663,468.51999999999998,1108.8800000000001
70,1112.2430419921875,895,656.25999999999999,1573.98
71,1382.266845703125,1088.5,794,1978.96
72,1602.2239990234375,1249,897.75999999999999,2301.5600000000004
73,1775.6944580078125,1371,979.25999999999999,2567.6599999999999
74,1906.25390625,1467.5,1036.26,2761.3200000000002
75,1994.97900390625,1532,1076,2889.7600000000002
76,2043.6944580078125,1568,1091.52,2965.3600000000001
77,2056.26953125,1576,1090.76,2982
78,2039.1221923828125,1558,1081,2951.2400000000002
79,1998.8038330078125,1526,1061.52,2881.1200000000003
80,1941.29052734375,1482.5,1033,2793.1999999999998
81,1871.8934326171875,1429.5,999,2697.2000000000003
82,1795.839111328125,1380,961.75999999999999,2578.9200000000001
83,1717.20166015625,1324,926.51999999999998,2449.9200000000001
84,1639.35986328125,1263,891.79999999999995,2321.1400000000003
85,1565.28173828125,1210.5,858,2201.8800000000001
86,1498.19140625,1166.5,831.51999999999998,2106.2000000000003
87,1442.9599609375,1122,811,2032.8000000000002
88,1402.3604736328125,1095,795.03999999999996,1975.4400000000001
89,1374.2559814453125,1075,782.27999999999997,1939.96
90,1352.7447509765625,1058,773.51999999999998,1921.96
91,1332.691162109375,1044.5,761,1897.8000000000002
92,1311.3177490234375,1027,749.25999999999999,1867.72
93,1287.588623046875,1007,737.51999999999998,1828.98
94,1261.4609375,985,722,1785.7
95,1232.984375,963,706,1739.48
96,1202.34423828125,940,689.51999999999998,1700.96
