sample,mean,median,percentile_16,percentile_84
0,-0.36919930577278137,0,-3.5,4
1,-0.33495032787322998,0,-3,4
2,-0.28246638178825378,0,-3,4
3,-0.22904734313488007,0,-3,4
4,-0.19655172526836395,0,-3,4
5,-0.12489771842956543,0,-3,4
6,-0.094739921391010284,0,-3,4
7,-0.072413794696331024,0,-3,4
8,-0.053828172385692596,0,-3,4
9,-0.02402104064822197,0,-3,3.5
10,0.0092928111553192139,0,-3,3
11,0.033839859068393707,0,-3,3
12,0.028112215921282768,0,-3,3
13,0.066335476934909821,0,-3,3
14,0.079193450510501862,0,-2.5,3
15,0.1011689081788063,0,-2.5,3
16,0.12396259605884552,0,-2,3
17,0.14430157840251923,0,-2,3
18,0.18194039165973663,0,-2,3
19,0.19351255893707275,0,-2,3
20,0.19468146562576294,0,-2,3
21,0.18521332740783691,0,-2,3
22,0.24739918112754822,0,-2,3
23,0.20987726747989655,0,-2,2.5
24,0.20450028777122498,0,-2,2
25,0.20660433173179626,0,-2,2
26,0.22285214066505432,0,-2,2.5
27,0.22331969439983368,0,-2.5,2.5
28,0.21127995848655701,0,-2.5,2.5
29,0.2403857409954071,0,-3,2.5
30,0.236411452293396,0,-3,3
31,0.23115137219429016,0,-3,2.5
32,0.24307422339916229,0,-3,3
33,0.21805961430072784,0,-3,2.5
34,0.25815314054489136,0,-3,3
35,0.29018118977546692,0,-3,3
36,0.32092344760894775,0,-3,3
37,0.31052017211914062,0,-3,3
38,0.34967854619026184,0,-3,3
39,0.39760375022888184,0,-3.5,3
40,0.48082992434501648,0,-3.5,3
41,0.50771480798721313,0,-3.5,3
42,0.54617184400558472,0,-4,3
43,0.65347748994827271,0,-4,3
44,0.75622445344924927,0,-4,3
45,0.83582699298858643,0,-4,3
46,0.91507887840270996,0,-4,3
47,1.035943865776062,0,-4,3
48,1.2334891557693481,0,-4,3
49,1.4365283250808716,0,-4,3.5
50,1.6113967895507812,-0.5,-4.5,3.5
51,1.8731151819229126,-0.5,-4.5,4
52,2.2015781402587891,-0.5,-5,4
53,2.5580947399139404,-0.5,-5,4
54,3.0223846435546875,-0.5,-5,4
55,3.67954421043396,0,-5,4.5
56,5.053828239440918,0,-5,6
57,9.1284046173095703,1.5,-4,12
58,23.087491989135742,10,-1,38
59,64.682350158691406,44,10,113.67999999999984
60,157.21174621582031,126,46,266
61,309.99807739257812,254,109,520
62,508.1197509765625,411,186,853
63,725.35247802734375,582,266,1226
64,940.3648681640625,744,342,1583.3599999999997
65,1141.5467529296875,889,413,1927
66,1324.1395263671875,1027.5,474.32000000000005,2239
67,1486.225341796875,1147,526,2509.7199999999993
68,1626.9720458984375,1248,575,2745
69,1746.5919189453125,1335,615,2951.7199999999993
70,1846.0196533203125,1408,650,3119.3599999999997
71,1927.0555419921875,1466,680,3252.4399999999987
72,1991.806396484375,1512,703,3353.079999999999
73,2042.572021484375,1549,721,3441.3599999999997
74,2081.65185546875,1579,735,3508.7199999999993
75,2111.352294921875,1603,747.32000000000005,3551.0399999999995
76,2133.602294921875,1619,756.5,3589.6799999999998
77,2149.985595703125,1631,760,3608
78,2162.0322265625,1640,764,3626.3599999999997
79,2172.13037109375,1650,770,3652
80,2183.44091796875,1660,776,3666.5399999999995
81,2198.074951171875,1674.5,782.32000000000005,3699.3599999999997
82,2216.0634765625,1688,789,3717
83,2235.574951171875,1704,796.32000000000005,3745.7199999999993
84,2254.587158203125,1722,802,3781.3599999999997
85,2271.73876953125,1737,809.82000000000005,3811.3599999999997
86,2286.162109375,1747.5,815.32000000000005,3837.1799999999998
87,2297.45947265625,1758,819,3857.6799999999998
88,2305.59765625,1765,822,3871.7199999999993
89,2310.671630859375,1769,822.6400000000001,3881.1799999999998
90,2312.707275390625,1770,824.32000000000005,3887.4399999999987
91,2311.955322265625,1772,824.6400000000001,3893.3599999999997
92,2308.727294921875,1770,823,3887.3599999999997
93,2303.2724609375,1768,820.6400000000001,3880.0399999999995
94,2295.917724609375,1763,819.82000000000005,3874.6799999999998
95,2287.099365234375,1758,818.32000000000005,3856.1799999999998
96,2277.10595703125,1750,815,3842
97,2266.154052734375,1741,812,3820
98,2254.471435546875,1732,808.6400000000001,3800.7199999999993
99,2242.349853515625,1725,805,3780
100,2230.08984375,1715,800,3756.7199999999993
101,2218.053955078125,1707,797,3734.079999999999
102,2206.240234375,1698,794.6400000000001,3713.7199999999993
103,2194.53515625,1687,791.6400000000001,3691
104,2182.759765625,1679,786.6400000000001,3671.3599999999997
105,2170.781005859375,1669,782.6400000000001,3649
106,2158.382568359375,1660.5,776.32000000000005,3625.079999999999
107,2145.54736328125,1650.5,772.6400000000001,3599.5
108,2132.239013671875,1641.5,767.32000000000005,3578.3599999999997
109,2118.42578125,1630,763,3553.7199999999993
110,2104.09521484375,1620,756.6400000000001,3529.3599999999997
111,2089.322509765625,1608,750,3505.7199999999993
112,2074.177978515625,1596.5,743,3482.6799999999998
113,2058.787353515625,1586,736.32000000000005,3453.3599999999997
114,2043.0716552734375,1572,730,3425.7199999999993
115,2027.184814453125,1559,725,3398
116,2011.0870361328125,1544,718.32000000000005,3367.5
117,1994.8460693359375,1531.5,712,3346.0399999999995
118,1978.5250244140625,1517,705.82000000000005,3319.3599999999997
119,1962.1558837890625,1503,700,3292
120,1945.697509765625,1492,693,3268
121,1929.2540283203125,1478,688,3238.4399999999987
122,1912.8726806640625,1465,684,3205.6799999999998
123,1896.4552001953125,1453,677.32000000000005,3177.1799999999998
124,1880.0579833984375,1440,671.82000000000005,3154.6799999999998
