sample,mean,median,percentile_16,percentile_84
0,0.14140103757381439,0,-3.5,4
1,0.13974998891353607,0,-3,4
2,0.14349012076854706,0,-3,4
3,0.1445009708404541,0,-3,4
4,0.15642900764942169,0,-3,4
5,0.15595728158950806,0,-3,4
6,0.13988476991653442,0,-3,3.5
7,0.14318686723709106,0,-3,3
8,0.13691960275173187,0,-3,3
9,0.14345642924308777,0,-3,3
10,0.13974998891353607,0,-3,3
11,0.15066716074943542,0,-3,3
12,0.14554552733898163,0,-2.5,3
13,0.15090303122997284,0,-2.5,3
14,0.14625312387943268,0,-2.5,3
15,0.16175282001495361,0,-2,3
16,0.16994069516658783,0,-2,3
17,0.15494643151760101,0,-2,3
18,0.15676595270633698,0,-2,3
19,0.13220229744911194,0,-2,3
20,0.12563177943229675,0,-2,2.5
21,0.13109037280082703,0,-2,2.5
22,0.14258036017417908,0,-2,2.5
23,0.13806523382663727,0,-2,2
24,0.1147146001458168,0,-2,2
25,0.09864208847284317,0,-2,2
26,0.10147247463464737,0,-2,2
27,0.099585548043251038,0,-2,2
28,0.10285396873950958,0,-2,2
29,0.098271444439888,0,-2,2
30,0.089611835777759552,0,-2.5,2.5
31,0.10652671754360199,0,-2.5,2.5
32,0.096923649311065674,0,-3,2.5
33,0.099383383989334106,0,-3,2.5
34,0.092610687017440796,0,-3,3
35,0.098844259977340698,0,-3,3
36,0.074381694197654724,0,-3,3
37,0.096923649311065674,0,-3,3
38,0.098372533917427063,0,-3,3
39,0.11228856444358826,0,-3,3
40,0.13324685394763947,0,-3,3
41,0.13135993480682373,0,-3,3
42,0.12569917738437653,0,-3,3
43,0.14787048101425171,0,-3,3
44,0.15457578003406525,0,-3.5,3
45,0.18742839992046356,0,-3.5,3
46,0.22203315794467926,0,-3.5,3
47,0.24696744978427887,0,-4,3
48,0.27634948492050171,0,-4,3
49,0.33150818943977356,0,-4,3
50,0.39893186092376709,0,-4,3.5
51,0.47481298446655273,0,-4,4
52,0.59739536046981812,0,-4,4
53,0.81560415029525757,0,-4,4
54,1.1802850961685181,0,-4,4
55,1.8681683540344238,0,-4,4.5
56,3.3222420215606689,0,-4,6
57,7.1914043426513672,1,-4,10
58,18.738140106201172,7,-1,29
59,51.0079345703125,30.5,7,86
60,122.46049499511719,93,33,205
61,243.11167907714844,194,85,401
62,404.12112426757812,317,155,667
63,584.876220703125,452.5,229,963
64,766.531005859375,584,300,1259.3400000000001
65,937.82989501953125,707,364,1536
66,1093.5408935546875,817,424,1788
67,1231.39013671875,917,475,2010.5
68,1350.481201171875,1001,520,2201
69,1450.8074951171875,1070,558,2362.3400000000001
70,1533.3426513671875,1126.75,589.5,2493.6800000000003
71,1599.80859375,1172,615,2604
72,1652.1700439453125,1209,635,2687.6800000000003
73,1692.5081787109375,1238,651,2757
74,1723.0062255859375,1259,663,2806.8400000000001
75,1745.5782470703125,1276.75,672,2841.6800000000003
76,1761.8218994140625,1289.5,679,2868
77,1773.1331787109375,1297,683,2884.8400000000001
78,1780.773193359375,1304,687,2895
79,1786.2161865234375,1309,691,2903.6800000000003
80,1791.4993896484375,1315,694.15999999999985,2911.3400000000001
81,1798.86865234375,1323,698,2924
82,1809.3427734375,1332.5,702.5,2943.0200000000004
83,1822.2606201171875,1343,708,2964.3400000000001
84,1836.044189453125,1353.75,713,2990
85,1849.2177734375,1364,717,3009.8400000000001
86,1860.7996826171875,1372,722,3031
87,1870.24462890625,1379,725.5,3049
88,1877.3330078125,1385,728.5,3060
89,1881.926513671875,1388,730.5,3068.3400000000001
90,1884.0152587890625,1389,731,3074
91,1883.750732421875,1389,731,3072
92,1881.394287109375,1386,730.15999999999985,3066
93,1877.201171875,1383.5,729,3058
94,1871.443603515625,1379.25,726,3050.6800000000003
95,1864.3995361328125,1375,725,3037
