sample,mean,mean_uncertainty,median,percentile_16,percentile_84
0,-0.49142896324739438,0.21484239079332271,0,-9,9
1,-0.38185682940208449,0.20634378959607094,0,-9,9
2,-0.24773724629731211,0.19384676182319444,0,-9,9
3,-0.19068842567196928,0.18301227486234573,0,-9,9
4,-0.11416620954470653,0.17444933588948802,0,-9,9
5,-0.045460778935820075,0.16943065945802749,0,-8.5,9
6,-0.0010285244103126715,0.16449878503969911,0,-8.5,9.5
7,0.010765222161272627,0.16075893813811046,0,-8.5,9.5
8,-0.049300603400987381,0.1581881092873918,0,-8.5,9
9,-0.091950082281952825,0.156475319158356,0,-9,9
10,-0.17916895227646737,0.15466147372277106,0,-9,9
11,-0.21167032364234778,0.15271983931135946,0,-9,9
12,-0.17478058145913331,0.1519983217222883,0,-9,9
13,-0.017896324739440483,0.15094079521140297,0,-9,9
14,0.0059654415798134942,0.14683180623024245,0,-9,9.5
15,-0.075219418540866709,0.1408688963722374,0,-9,9
16,-0.18218595721338454,0.13587619118724592,0,-9,9
17,-0.20028798683488755,0.13252339447653785,0,-9,9
18,-0.11293198025233132,0.12826327343732055,0,-8.5,8.5
19,-0.088521667580910582,0.1253635985824301,0,-8.5,8.5
20,-0.011313768513439385,0.12325399035359537,0,-8.5,9
21,0.097161272627537029,0.1225421053156186,0,-8.5,9
22,0.11416620954470653,0.11978037686445044,0,-8.5,9
23,0.13295392210641799,0.11580461334912596,0,-8.5,9
24,0.14406198573779486,0.11390417731611562,0,-8.5,9
25,0.16380965441579814,0.11631699024076157,0,-9,9
26,0.17491771804717499,0.11797131660474182,0,-8.5,9
27,0.15859846407021394,0.12002161542629029,0,-9,9
28,0.12061162918266594,0.12477256953621928,0,-9,9
29,0.16175260559517279,0.13034422222761349,0,-9,8.5
30,0.17519199122325838,0.13593191255638076,0,-9,9
31,0.19137410861217774,0.13899130173318924,0,-9,9
32,0.20824190894130554,0.14202863287437273,0,-9,8.5
33,0.18931705979155239,0.14672178599086239,0,-9,9
34,0.17930608886450905,0.15107997818630325,0,-9,9
35,0.14557048820625343,0.15742649832447589,0,-9,9
36,0.12308008776741634,0.16133742757150651,0,-9,9
37,0.14639330773450357,0.1622210413372511,0,-9,9
38,0.19370543060888645,0.16272975288460187,0,-9,9
39,0.30588315962698848,0.16498537333628144,0,-9,9
40,0.39927317608337903,0.1681113266617339,0,-9,9
41,0.47881239714755897,0.17195938963411067,0,-9,9
42,0.54902633022490399,0.17793524324308715,0,-9,9
43,0.4794980800877674,0.18243786966399161,0,-9,9
44,0.34647558968732856,0.18556120751363886,0,-9,9
45,0.16751234229292375,0.18850938058364777,0,-9,9
46,0.11457761930883159,0.19522506886421942,0,-9,8.5
47,0.20001371365880416,0.20197416892764708,0,-9,8.7199999999997999
48,0.38254251234229292,0.21005873784905496,0,-9,9
49,0.54600932528798685,0.21898901193872014,0,-9,9
50,0.7417032364234778,0.22652149694635823,0,-9.5,9.5
51,0.74238891936368623,0.23263135317149736,0,-9.5,10
52,0.61073779484366431,0.23785604417252096,0,-10,9.5
53,0.54285518376302799,0.2428786738481126,0,-10,9.5
54,0.63487383433900169,0.25112952027224378,0,-10,9.5
55,0.82521941854086667,0.26349398364046872,0,-9.5,9.5
56,0.97360120680197482,0.27937871248684687,0,-9.5,9
57,1.1310340098738343,0.30088940067828457,0,-9.5,9.5
58,1.28572408118486,0.33384044480074437,0,-10,9.5
59,1.616634668129457,0.38835869541602253,0,-10,9.7199999999997999
60,2.1958996160175537,0.46745549874000453,0,-10,10
61,3.1954882062534282,0.56801399120823581,0,-10,10
62,5.6886313768513439,0.70807668643678001,0.5,-9.5,10.5
63,16.617320351069665,0.95662953688539032,5,-6.5,21.5
64,77.828784969829954,1.5369426808521949,40.5,8,132
