sample,mean,median,percentile_16,percentile_84
0,0.10734327882528305,0,-3,4
1,0.078223377466201782,0,-3,4
2,0.067478783428668976,0,-3,4
3,0.091363266110420227,0,-3,4
4,0.097796328365802765,0,-3,4
5,0.10819873958826065,0,-3,3.5
6,0.11754037439823151,0,-3,3.5
7,0.10511907935142517,0,-3,3
8,0.099746786057949066,0,-3,3
9,0.11439228057861328,0,-3,3
10,0.12007254362106323,0,-3,3
11,0.12150971591472626,0,-3,3
12,0.13105666637420654,0,-3,3
13,0.12807966768741608,0,-2.5,3
14,0.12811388075351715,0,-2.5,3
15,0.13163837790489197,0,-2.5,3
16,0.12109909951686859,0,-2,3
17,0.12458937615156174,0,-2,3
18,0.11884067952632904,0,-2,3
19,0.12643717229366302,0,-2,3
20,0.13382835686206818,0,-2,3
21,0.12715576589107513,0,-2,2.5
22,0.098822884261608124,0,-2,2.5
23,0.090268269181251526,0,-2,2
24,0.088660001754760742,0,-2,2
25,0.089070625603199005,0,-2,2
26,0.090234056115150452,0,-2,2
27,0.11148371547460556,0,-2,2
28,0.098412260413169861,0,-2,2.5
29,0.08742813766002655,0,-2.5,2.5
30,0.087222829461097717,0,-2.5,2.5
31,0.097522586584091187,0,-2.5,2.5
32,0.078223377466201782,0,-3,2.5
33,0.081337258219718933,0,-3,2.5
34,0.093211062252521515,0,-3,2.5
35,0.10333972424268723,0,-3,3
36,0.10053380578756332,0,-3,3
37,0.1239050105214119,0,-3,3
38,0.12667670845985413,0,-3,3
39,0.13136462867259979,0,-3,3
40,0.15227210521697998,0,-3,3
41,0.15620723366737366,0,-3,3
42,0.16243498027324677,0,-3,3
43,0.16195592284202576,0,-3,3
44,0.19997262954711914,0,-3,3
45,0.19894607365131378,0,-3.5,3
46,0.22046947479248047,0,-4,3
47,0.25711745023727417,0,-4,3
48,0.29273885488510132,0,-4,3
49,0.35782232880592346,0,-4,3
50,0.42208459973335266,0,-4,3.5
51,0.52901726961135864,0,-4,4
52,0.71314674615859985,0,-4,4
53,1.0583082437515259,0,-4,4
54,1.6306459903717041,0,-4,4
55,2.6289350986480713,0,-4,5
56,4.6991515159606934,0,-4,7
57,10.400150299072266,2,-3,14
58,27.117984771728516,12,1,44
59,69.794212341308594,47,13,118
60,154.00027465820312,119.5,47,257
61,282.80184936523438,222.5,104,469
62,442.62161254882812,343,172.84000000000015,730
63,613.91229248046875,467.5,243,1004
64,781.65411376953125,591,309,1274.1599999999999
65,937.836669921875,703,369,1523.1599999999999
66,1078.9266357421875,802.5,423,1751
67,1203.573486328125,892.75,472,1952
68,1311.289794921875,970,513,2125
69,1402.4761962890625,1035,547,2272
70,1478.1787109375,1088,576,2393
71,1539.81298828125,1132.5,600,2490.3199999999997
72,1589.074951171875,1166.25,618,2568.6599999999999
73,1627.812744140625,1193,633,2632
74,1657.8995361328125,1214,644.84000000000015,2680.1599999999999
75,1681.0302734375,1230,654,2715.3199999999997
76,1698.61376953125,1243,661,2745.6599999999999
77,1711.8834228515625,1253,667,2765
78,1722.1724853515625,1261.5,672,2781
79,1731.4583740234375,1269,676,2797
80,1742.0635986328125,1277,681,2814
81,1755.345458984375,1287.5,687,2835
82,1770.9625244140625,1297,693,2859
83,1787.4150390625,1309,700,2888
84,1803.2606201171875,1320.75,706,2912
85,1817.4517822265625,1332,711,2936
86,1829.3619384765625,1342,716.34000000000015,2956.6599999999999
87,1838.7586669921875,1348,720,2975
88,1845.65673828125,1354,723,2985
89,1850.0697021484375,1358.25,724.5,2992.6599999999999
90,1852.070068359375,1360,726,2996
91,1851.94677734375,1361,726,2996
92,1849.88232421875,1360,726,2995.3199999999997
93,1846.094482421875,1356.5,724,2988
94,1840.9041748046875,1352,722,2979
95,1834.5828857421875,1348,719.5,2968
96,1827.3580322265625,1343,717,2957.6599999999999
97,1819.3465576171875,1337.5,714,2943
98,1810.75439453125,1331.5,711,2929.1599999999999
99,1801.8974609375,1325,707.34000000000015,2915.3199999999997
100,1793.0262451171875,1319.75,704,2900
101,1784.2974853515625,1314,701,2884
102,1775.767822265625,1308,697,2869.1599999999999
103,1767.3033447265625,1302.5,693,2855
104,1758.785888671875,1297,689.5,2841
105,1750.07080078125,1291,686,2825.6599999999999
106,1741.1343994140625,1283.25,683,2812.3199999999997
107,1731.851806640625,1277,679.34000000000015,2798.6599999999999
108,1722.2027587890625,1269.5,675,2781.5
109,1712.1634521484375,1263,671,2766.3199999999997
110,1701.74853515625,1255.5,667,2748.1599999999999
111,1690.9901123046875,1247,662,2730
112,1679.9078369140625,1238,658,2711.6599999999999
113,1668.5372314453125,1229,654,2694.6599999999999
114,1656.9434814453125,1220,650,2675
115,1645.1519775390625,1211,645,2656
116,1633.1915283203125,1203,640,2636
117,1621.0706787109375,1193.75,635,2617
118,1608.804443359375,1183.75,630,2596.6599999999999
119,1596.4267578125,1174,624,2577
120,1583.9654541015625,1165,619.5,2557
121,1571.490234375,1156,614,2536
122,1559.013916015625,1146,609,2514
123,1546.504150390625,1136,603,2493
124,1533.9600830078125,1126,598,2473.6599999999999
125,1521.329833984375,1118,593.5,2454
126,1508.6751708984375,1109,588,2434.6599999999999
127,1495.9571533203125,1100,583,2414
128,1483.15576171875,1090,578,2392
129,1470.343505859375,1080,573,2372.3199999999997
130,1457.45458984375,1070.75,568,2351.3199999999997
131,1444.5089111328125,1062,563,2332.5
132,1431.5587158203125,1052.25,557.5,2310.3199999999997
133,1418.5745849609375,1042,553,2288
134,1405.5703125,1032,548,2267
135,1392.6014404296875,1023,543,2245
136,1379.67529296875,1013,537.5,2223.3199999999997
137,1366.7796630859375,1004,532,2202
138,1353.92333984375,994.75,527.34000000000015,2181
139,1341.065185546875,984,522,2158.6599999999999
140,1328.25048828125,975,517,2138
141,1315.512451171875,964.25,511.5,2117
142,1302.829345703125,955,506,2097
143,1290.2476806640625,945.5,501,2075.3199999999997
144,1277.751708984375,936.25,496,2055.5
145,1265.3704833984375,926.75,491,2035.6599999999999
146,1253.0689697265625,917.5,486.5,2014.3199999999997
147,1240.80322265625,909,481,1996
148,1228.6341552734375,900,476,1976
149,1216.577880859375,891,471,1955
150,1204.6005859375,882.25,466,1934
151,1192.7109375,874,461,1914
152,1180.88330078125,865.75,457,1896
153,1169.0980224609375,858,452,1877
154,1157.399169921875,849,447,1860
155,1145.7369384765625,840.25,442,1842
156,1134.1290283203125,832,437.5,1821.3199999999997
157,1122.57666015625,823,433,1804
158,1111.104736328125,815,428,1785
159,1099.6898193359375,807,423,1768.3199999999997
160,1088.31787109375,798,419,1750
161,1077.026123046875,790,414,1729
162,1065.8212890625,781,410,1711
163,1054.7076416015625,773,405.5,1694.1599999999999
164,1043.6627197265625,765,400,1676.3199999999997
165,1032.7000732421875,756,396,1660
166,1021.8636474609375,749,392,1642
167,1011.11083984375,740.5,387,1625
168,1000.4379272460938,732,383,1607
169,989.857666015625,724.5,379,1592
170,979.35382080078125,716,374,1574
171,968.93212890625,707.75,370,1558
172,958.54302978515625,700,366,1540.1599999999999
173,948.26361083984375,692,362,1524
174,938.07391357421875,685,357.5,1507.1599999999999
175,927.96173095703125,677,353,1491
176,917.9400634765625,670,349,1475
177,907.9921875,662,345,1460
178,898.13165283203125,654,341.5,1443
179,888.3895263671875,646.5,337.5,1428
180,878.757568359375,639,334,1412.1599999999999
181,869.20184326171875,632,330,1397.5
182,859.751708984375,624.25,326,1382
183,850.37530517578125,617.75,322.5,1368
184,841.09100341796875,610,318,1351
185,831.89569091796875,603.25,315,1336
186,822.77313232421875,596,311,1321
187,813.6839599609375,590,307.5,1305.3199999999997
188,804.672607421875,583,304,1290
189,795.7142333984375,576,300,1276
190,786.86578369140625,569,297,1260
191,778.08648681640625,563,293,1246.1599999999999
192,769.40936279296875,557,290,1233
193,760.7945556640625,550,286,1220
194,752.25787353515625,544,283,1206
195,743.80426025390625,537,279,1192
196,735.45880126953125,531,276,1180
197,727.19940185546875,525,272.5,1167
198,718.996826171875,519,269,1154
199,710.91717529296875,513,266,1141
200,702.92626953125,507,262.5,1128
201,695.01617431640625,502,259,1116
202,687.195068359375,496,256.5,1103.1599999999999
203,679.4581298828125,490.5,253,1091
204,671.86236572265625,485,250,1079
205,664.35040283203125,479,247,1066.1599999999999
206,656.9359130859375,473,244,1054.6599999999999
207,649.61798095703125,468,242,1043
208,642.35040283203125,463,239,1031
209,635.17718505859375,457,236,1019
210,628.07598876953125,452,233,1007
211,621.03271484375,447,230,995.65999999999985
212,614.078857421875,441,227,985.15999999999985
