sample,mean,median,percentile_16,percentile_84
0,-0.43777444958686829,0,-4,4
1,-0.42749276757240295,0,-3.5,4
2,-0.3765127956867218,0,-3,4
3,-0.37619149684906006,0,-3,4
4,-0.34213346242904663,0,-3,4
5,-0.31439435482025146,0,-3,4
6,-0.29265287518501282,0,-3,4
7,-0.27219665050506592,0,-3,4
8,-0.23963800072669983,0,-3,3.5
9,-0.19936810433864594,0,-3,3.5
10,-0.10726143419742584,0,-3,3.5
11,-0.065277926623821259,0,-3,3.5
12,-0.04503588005900383,0,-3,3
13,0.0039091785438358784,0,-3,3
14,0.044500373303890228,0,-3,3
15,0.048784404993057251,0,-3,3
16,0.062279105186462402,0,-2.5,3
17,0.12107743322849274,0,-2.5,3
18,0.14089107513427734,0,-2.5,3
19,0.16124022006988525,0,-2,3
20,0.18116097152233124,0,-2,3
21,0.18587340414524078,0,-2,3
22,0.20483024418354034,0,-2,3
23,0.20300953090190887,0,-2,2.5
24,0.21307700872421265,0,-2,2
25,0.18062546849250793,0,-2,2
26,0.1785905510187149,0,-2.5,2.5
27,0.1587769091129303,0,-2.5,2.5
28,0.14314019680023193,0,-3,2.5
29,0.16563135385513306,0,-3,2.5
30,0.13050229847431183,0,-3,2.5
31,0.10351290553808212,0,-3,2.5
32,0.068919353187084198,0,-3,3
33,0.064635321497917175,0,-3,3
34,0.0766306072473526,0,-3,3
35,0.065385028719902039,0,-3,3
36,0.036896217614412308,0,-3,3
37,0.059494484215974808,0,-3,3
38,0.10447680950164795,0,-3,3
39,0.13692834973335266,0,-3,3
40,0.16273963451385498,0,-3.5,3
41,0.19968940317630768,0,-3.5,3
42,0.2293563187122345,0,-4,3
43,0.28108599781990051,0,-4,3
44,0.32189139723777771,0,-4,3
45,0.39279210567474365,0,-4,3
46,0.43595373630523682,0,-4,3
47,0.51799291372299194,0,-4,3
48,0.60367357730865479,0,-4,3
49,0.70756131410598755,0,-4.5,3
50,0.81155616044998169,-0.5,-4.5,3.5
51,0.95539253950119019,-0.5,-5,3.5
52,1.1406768560409546,-0.5,-5,3.5
53,1.3285316228866577,-1,-5,4
54,1.653368353843689,-0.5,-5,4
55,2.1032986640930176,-0.5,-5,4
56,3.1962621212005615,0,-5,5.5
57,6.9764914512634277,1,-4,12
58,21.461658477783203,10,-1,39
59,65.712059020996094,47,11,118
60,163.84175109863281,133.5,48,278
61,324.93032836914062,274,112.38,545
62,532.90899658203125,439,191,902
63,760.3184814453125,611.5,270,1307.6199999999999
64,985.01507568359375,786,346.38,1693
65,1195.0478515625,948.5,417,2048.2399999999998
66,1385.6572265625,1089,482,2365
67,1554.79345703125,1216,539,2652.2399999999998
68,1701.7532958984375,1323,593.75999999999999,2902.2399999999998
69,1826.6925048828125,1413.5,635,3113.8599999999997
70,1930.6837158203125,1491,669,3284.6199999999999
71,2015.628173828125,1555,698,3436.2399999999998
72,2083.69970703125,1604,721,3557.4799999999996
73,2137.43408203125,1642,739.88,3644.3599999999997
74,2179.26904296875,1676.5,754.5,3712.2399999999998
75,2211.346923828125,1699,766,3759.8599999999997
76,2235.596923828125,1718.5,776.88,3796
77,2253.558837890625,1735,783,3828
78,2266.855712890625,1745,788,3849.4799999999996
79,2278.059326171875,1755,792,3869.2399999999998
80,2290.43212890625,1764,798.38,3890
81,2306.23583984375,1777.5,805,3906.4799999999996
82,2325.41748046875,1791,814.38,3926.9599999999991
83,2346.100341796875,1806,821,3967.2399999999998
84,2366.213623046875,1824,828,4004.3599999999997
85,2384.304931640625,1839,834.88,4038.2399999999998
