sample,mean,median,percentile_16,percentile_84
0,0.66533136367797852,0,-3.5,5
1,0.71449381113052368,0.5,-3.5,5
2,0.67334306240081787,0,-3,5
3,0.68900215625762939,0.5,-3,4.5
4,0.69555717706680298,0.25,-3,4.5
5,0.70939546823501587,0.5,-3,4.5
6,0.73124545812606812,0.5,-3,4
7,0.69118720293045044,0.5,-3,4
8,0.66970139741897583,0,-3,4
9,0.76438456773757935,0,-2.5,4
10,0.73962128162384033,0.5,-3,4
11,0.73415875434875488,0,-2.5,4
12,0.72942459583282471,0,-2.5,4
13,0.67152220010757446,0,-2.5,4
14,0.62600147724151611,0,-2.5,4
15,0.68281137943267822,0,-2,4
16,0.61835396289825439,0,-2,3.5
17,0.59140568971633911,0,-2,3
18,0.64785140752792358,0,-2,3
19,0.6201748251914978,0,-2,3
20,0.6012381911277771,0,-2,3
21,0.52986162900924683,0,-2,3
22,0.50691914558410645,0,-2,3
23,0.50728332996368408,0,-2,3
24,0.49235251545906067,0,-2,3
25,0.42862343788146973,0,-2,2.5
26,0.45775672793388367,0,-2,3
27,0.50036418437957764,0,-2.5,3
28,0.48470503091812134,0,-2.5,3
29,0.46249088644981384,0,-3,3
30,0.52002912759780884,0,-3,3
31,0.55680990219116211,0,-3,3
32,0.53678077459335327,0,-3,3
33,0.5313183069229126,0,-3,3
34,0.56336492300033569,0,-3,3
35,0.62891477346420288,0,-3,3
36,0.59140568971633911,0,-3,3
37,0.60961395502090454,0,-3,3
38,0.55571740865707397,0,-3,3
39,0.57283324003219604,0,-3,3
40,0.56263655424118042,-0.5,-3,3
41,0.61434811353683472,0,-3,3
42,0.56409323215484619,0,-3.5,3
43,0.60852146148681641,-0.5,-4,3.5
44,0.67370718717575073,-0.5,-3.5,3
45,0.60852146148681641,-0.5,-4,3.5
46,0.50655496120452881,-1,-4,3.5
47,0.49198836088180542,-1,-4,4
48,0.58776402473449707,-1,-4,4
49,0.58157318830490112,-0.5,-4,4
50,0.58739984035491943,-1,-4.5,4
51,0.6365622878074646,-1,-4.5,4.5
52,0.64748728275299072,-1,-4.5,4.5
53,0.65695559978485107,-1,-5,5
54,0.67698472738265991,-1,-5,4.5
55,0.85251271724700928,-1,-5,5
56,1.0276765823364258,-1,-5,5
57,1.2363437414169312,-1,-5,5
58,1.5116533041000366,-1,-5,5.5
59,1.8295702934265137,-1,-5,5.8999999999998636
60,2.1930079460144043,-1,-5,6
61,2.7469046115875244,-1,-5,6
62,3.3769118785858154,-0.5,-5,6
63,5.2002911567687988,0,-5,8.5
64,12.794610023498535,2,-4,21
65,38.324108123779297,11,-1,78.899999999999864
66,106.21194458007812,63,13.099999999999994,206.5
67,250.64930725097656,210.5,93.099999999999994,402.89999999999986
68,482.1107177734375,434,272,661.5
69,762.64532470703125,661,486,1016.5999999999995
70,1036.61767578125,854,655.60000000000002,1401.3999999999992
71,1272.271728515625,1019.5,790,1727
72,1465.1204833984375,1154,894.10000000000002,2012.5999999999995
73,1619.663818359375,1262.25,970,2232.7999999999997
74,1737.494873046875,1344.75,1023.2,2408
75,1818.0189208984375,1404.75,1059,2531.7999999999997
76,1862.39697265625,1434,1077.0999999999999,2598.3999999999992
77,1874.795654296875,1443,1079,2615.7999999999997
78,1860.9464111328125,1429.75,1067,2592.1999999999994
79,1826.580078125,1402.75,1048.5999999999999,2541.8999999999996
80,1776.804443359375,1365.75,1024,2473.9999999999991
81,1716.4456787109375,1319.5,994,2389.6999999999998
82,1649.70361328125,1272.75,961.09999999999991,2296.7999999999997
83,1580.097900390625,1220.75,926,2199.1999999999989
84,1510.8150634765625,1171.75,891.60000000000002,2095.9999999999991
85,1444.2880859375,1126.5,860.5,1991
86,1383.09765625,1084.25,831,1906.5999999999995
87,1330.681396484375,1045.75,809.60000000000002,1833.1999999999989
88,1290.4144287109375,1021,792,1781.7999999999997
89,1261.8389892578125,1005,780.20000000000005,1739.3999999999992
90,1240.5771484375,989.75,769,1709.7999999999997
91,1221.6551513671875,976,758,1675.8999999999999
92,1202.0989990234375,963,747,1645
93,1181.15185546875,947.25,732,1610.3999999999999
94,1158.560791015625,930,721,1578.7999999999997
95,1133.9697265625,913,706,1548.3999999999992
96,1107.1318359375,892,690.5,1508.7999999999997
97,1078.75634765625,870,672.10000000000002,1467
98,1049.3681640625,847,654,1420
99,1019.4202270507812,827.25,637,1377.3999999999999
100,989.6358642578125,806,619,1336.6999999999996
101,960.77166748046875,785,603,1299.9999999999993
102,933.16131591796875,764.5,588,1262
103,907.0233154296875,745.25,572.10000000000002,1225
104,882.74615478515625,727,558,1188.7999999999997
105,860.61834716796875,712,543,1162.6999999999996
