sample,mean,mean_uncertainty,median,percentile_16,percentile_84
0,0.34138531152105811,0.14545068822476159,0.5,-4,5
1,0.35969369996519318,0.14120578023505018,0.5,-4,5
2,0.38809606682909853,0.13760695437755757,0.5,-3.5,5
3,0.38245736164288202,0.13425472193732665,0.5,-3,5
4,0.40758788722589628,0.13074491619973846,0.5,-3,5
5,0.43745214061956145,0.12689590439371534,0.5,-3,5
6,0.41336581970066133,0.1223655705866252,0.5,-3,4.5
7,0.42812391228680824,0.11722525211811428,0.5,-3,4.5
8,0.42582666202575703,0.11137357267533497,0.5,-3,4
9,0.42791507135398538,0.10570616111982754,0,-3,4
10,0.47135398538113471,0.10032449378328205,0.5,-3,4
11,0.46418378002088412,0.095522169936833629,0,-3,4
12,0.49495301079011489,0.091504538113270625,0,-3,4
13,0.47775844065436823,0.0876623075254752,0,-3,4
14,0.5034458753915767,0.083712447751550512,0,-3,4
15,0.48367560041768187,0.07924496434255543,0,-3,4
16,0.49523146536721196,0.073868550020691856,0,-3,4
17,0.45722241559345633,0.06784484786147485,0,-3,3.5
18,0.48193525931082493,0.061523573752818306,0,-3,3.5
19,0.46856943961016362,0.056808931660023862,0,-3,3
20,0.46738600765750088,0.053350711483924229,0,-3,3
21,0.45179255134006263,0.049762238284898966,0,-3,3
22,0.45367211973546817,0.046170644925908604,0,-3,3
23,0.43898364079359553,0.042511356343659254,0,-3,3
24,0.42345979812043161,0.040217310853385264,0,-3,3
25,0.43188304907761921,0.040332079183897508,0,-3,3
26,0.45569091541942219,0.043463349110506103,0,-3,3
27,0.45896275670031328,0.049431626750184553,0,-3,3
28,0.45798816568047335,0.057194965293746979,0,-3,3
29,0.44984336930038288,0.065633226179568349,0,-3,3
30,0.4009745910198399,0.073672003415990103,0,-3,3
31,0.40215802297250264,0.081061378577798146,0,-3,3
32,0.43341454925165335,0.087338969841797509,0,-3,3
33,0.42081447963800905,0.092448543296444585,0,-3,3
34,0.39832927253741734,0.096436818231863175,0,-3,3
35,0.39450052210233205,0.099711799977709806,0,-3,3
36,0.3999303863557257,0.10243564688402633,0,-3,3
37,0.38600765750087018,0.10529980985726914,0,-3.5,3
38,0.3748694744169857,0.10806766826503798,0,-3.5,3
39,0.34987817612252003,0.11106788159084799,0,-4,3
40,0.34660633484162895,0.11395738248101335,0,-4,3
41,0.34319526627218933,0.11684762020535154,-0.5,-4,3
42,0.31625478593804385,0.11990221783778963,-0.5,-4,3
43,0.33087365123564216,0.12309166803452173,-0.5,-4,3
44,0.30066132962060566,0.12654708406417248,-0.5,-4,3
45,0.28040375913679083,0.13027429255605327,-0.5,-4,3
46,0.27079707622694049,0.13431556700862787,-1,-4,3.5
47,0.32307692307692309,0.13895233825339334,-1,-4,3.5
48,0.36192133658197007,0.14458736618880519,-1,-4,3.5
49,0.35426383571179954,0.15094582625260775,-1,-4.5,4
50,0.41990950226244345,0.1580245338203452,-1,-5,4
51,0.48980160111381832,0.16629598132998066,-1,-5,4
52,0.52272885485555165,0.17564936502444101,-1,-5,4
53,0.6172641837800209,0.18626116404327986,-1,-5,4
54,0.80020884093282285,0.19951396037339142,-1,-5,4.5
55,1.0211625478593804,0.21807165691691088,-1,-5,5
56,1.3287852419074138,0.24592976347196133,-1,-5,5
57,1.6785241907413853,0.2847379319402697,-1,-5,5
58,2.1177862861120778,0.33375981994708115,-1,-5,5
59,2.6531152105812739,0.3914949873109389,-1,-5.5,5
60,3.3085276714235992,0.45394773883715184,-1,-5.5,5.5
61,3.9895579533588585,0.52322642226304517,-1,-7,6.5
62,10.834458753915767,0.62102213239627468,2,-8,20
63,60.757605290636967,0.8328026030419976,41,5,109
64,234.02770623042116,1.3376293729739177,208,98,364
65,611.15154890358508,2.3219579464171094,573,349,869
66,1209.3631743821788,3.9734944511704473,1164,742,1682
67,1963.9638705186217,6.3068140375431483,1919.5,1181.2400000000002,2747
68,2754.1173686042466,8.9979285072082984,2723,1602,3907.7600000000002
69,3457.7455621301774,11.557798389068878,3429,1952,4998.7600000000002
70,4000.7601809954749,13.610335936691495,3980,2214,5865.3800000000001
71,4367.453115210581,15.012245700701339,4343.5,2389.5,6454.5
72,4578.2319526627216,15.801499830623376,4549.5,2491,6772.8800000000001
73,4667.6011834319524,16.105357517427468,4633,2534.2400000000002,6907
74,4670.8100939784199,16.067415002692403,4637,2542,6904
75,4618.1940132265927,15.813165578984403,4584,2529.2400000000002,6807
76,4533.7869822485209,15.439837422284292,4501,2498.2400000000002,6668.3800000000001
77,4435.6752523494606,15.020205219064021,4416.5,2454.2400000000002,6508.7600000000002
78,4336.3387399930389,14.603852731185485,4322,2412,6345.5
79,4243.3723633832233,14.21967676974076,4237,2369.6199999999999,6200
80,4160.6315349808565,13.880919207392918,4155,2337,6075.7600000000002
81,4089.484789418726,13.593241325935079,4084,2301.2400000000002,5967.3800000000001
82,4029.5629655412463,13.354678599581085,4028.5,2269.2400000000002,5876.7600000000002
83,3979.640654368256,13.160721604036954,3979,2243,5801.7600000000002
84,3938.0660633484163,13.004509837819263,3935,2221,5737
85,3902.9794639749389,12.878396968514904,3900,2203.2400000000002,5684
86,3872.5782805429862,12.774299961841528,3869,2187.2400000000002,5633.8800000000001
87,3845.2135746606336,12.684473439567149,3841.5,2172,5595
88,3819.6133658197004,12.603386169613778,3814,2159,5554
89,3794.8021580229724,12.527216210069463,3789,2141,5517.5200000000004
90,3770.2052210233205,12.452666364124729,3766,2127.1199999999999,5482
91,3745.5367211973548,12.377977093194664,3739.5,2117.6199999999999,5444
92,3720.6518621649843,12.301870092536069,3713.5,2100,5412
93,3695.4436477549598,12.224715646567359,3686,2083.2400000000002,5376.8800000000001
94,3669.8853463278801,12.146243863482031,3660.5,2069.1199999999999,5339
95,3644.0359206404455,12.066112158491107,3633,2052,5301
96,3618.0223459798121,11.985470991812511,3605,2038,5265.7600000000002
97,3591.8979463974938,11.904409901239884,3577,2020.2400000000002,5229
98,3565.6788026453187,11.823389155435663,3551.5,2007,5190.8800000000001
99,3539.401322659241,11.742010199349115,3525,1991.2400000000002,5154.7600000000002
100,3513.0889662373825,11.659980756689,3495.5,1975,5115.5
101,3486.7608075182734,11.577039086116969,3469,1960,5078
102,3460.4186564566653,11.493031162516319,3444,1945,5037.3800000000001
103,3433.9635920640444,11.408083292385285,3416.5,1931,4996.3800000000001
104,3407.3965889314304,11.32136594346068,3391,1918,4957
105,3380.7352593108249,11.23392186728077,3365,1904,4917.7600000000002
106,3354.0501218238774,11.146542175493472,3335,1891.2400000000002,4882
107,3327.247267664462,11.059947350654605,3310,1875.1200000000001,4845.8800000000001
108,3300.297180647407,10.972891270472328,3283,1860,4807.8800000000001
109,3273.3080403759136,10.886308073060603,3253,1845,4770.7600000000002
110,3246.3752871562824,10.800629940393703,3227,1827,4732
111,3219.5168813087366,10.715764415385845,3204,1812.2400000000002,4691
112,3192.7128437173687,10.631189388090114,3177,1795,4647
113,3165.844691959624,10.54645484211766,3151,1776,4608.8800000000001
114,3138.9718064740691,10.461514922554693,3124,1760,4570.7600000000002
115,3112.0994778976678,10.376016475441606,3094,1744,4532.7600000000002
116,3085.2734423947095,10.289935686556841,3066,1727,4494
117,3058.4572224155936,10.203314175029467,3042,1713,4456.7600000000002
118,3031.6739993038636,10.116585947295089,3014,1697,4416.8800000000001
119,3004.9138183083883,10.029405322793826,2989,1680.4800000000005,4381.7600000000002
120,2978.106578489384,9.9418741448540899,2961,1665.1200000000001,4341
121,2951.228959276018,9.8537436663432487,2936,1651.1200000000001,4299.7600000000002
122,2924.3587887225895,9.7659060114037874,2912.5,1637.6200000000001,4258.3800000000001
123,2897.541385311521,9.6780480844414782,2886,1621.6200000000001,4217.8800000000001
124,2870.8409328228331,9.5904386035817648,2857.5,1606.6200000000001,4176.8800000000001
125,2844.2146884789418,9.5035060307902963,2828,1597,4134.8800000000001
126,2817.7081099895581,9.4166500485772744,2799,1581,4094
127,2791.3702053602506,9.3305047390964209,2771,1566,4056.8800000000001
128,2765.1205012182386,9.2449335901650027,2744,1549.1200000000001,4019
129,2738.9935955447268,9.1600273780788548,2718,1536.2400000000002,3980.8800000000001
130,2713.0434389140273,9.0760112026558559,2690.5,1523,3940.8800000000001
131,2687.2201879568397,8.9925851312893723,2664,1507.2400000000002,3905
132,2661.5044900800558,8.9095323290316859,2643.5,1494,3865
133,2635.886738600766,8.8265843895935792,2619,1481,3826.8800000000001
134,2610.4419074138532,8.7440166581216516,2595.5,1465,3787
135,2585.1124260355032,8.6621073390102108,2571,1448.2400000000002,3754.3800000000001
136,2559.984824225548,8.5807798275895006,2546,1432,3720.3800000000001
137,2535.0554820744865,8.5006854939895149,2522,1418,3683
138,2510.3557953358859,8.4216775479643431,2496.5,1403,3650.3800000000001
139,2485.8523494604942,8.342671952552406,2474,1388.5,3616.8800000000001
140,2461.5298990602159,8.2635715908083558,2449,1377,3584
141,2437.3697876783849,8.1847762244413893,2425,1359.5,3548
142,2413.4164288200486,8.1068063722657531,2399,1349,3512
143,2389.6581273929692,8.0298221718681049,2376,1337.2400000000002,3477
144,2366.102332057083,7.9537923478610582,2355.5,1323,3439
145,2342.7082492168465,7.8779020008539442,2334,1310,3406
146,2319.5253741733382,7.8026731616369549,2310,1296,3371
147,2296.5771667246781,7.7283631671426347,2286,1283.5,3339
148,2273.8847894187261,7.6549049377677472,2264.5,1271.5,3307
149,2251.3956839540551,7.5818953906263031,2240,1258.1200000000001,3275
150,2229.1319874695441,7.5096574254534927,2217,1247,3244
151,2207.0471980508178,7.4381650731761448,2195,1234.6200000000001,3213
152,2185.1088757396451,7.3671015007323772,2171.5,1222.2400000000002,3179.8800000000001
153,2163.3466063348415,7.2966591917365609,2149,1209,3148.8800000000001
154,2141.8013922728856,7.2267695491080604,2128,1195,3118
155,2120.4483814827704,7.1571442630342919,2107,1184.5,3087.7600000000002
156,2099.2783849634529,7.0878361826754999,2085,1173,3055.8800000000001
157,2078.2277758440655,7.0194757246796673,2065,1162,3026.8800000000001
158,2057.2930038287504,6.9517760425726776,2047,1150,2997
159,2036.5255830142708,6.8848186543901395,2025.5,1138,2964
160,2015.9079011486251,6.8184924502151905,2006,1126.2400000000002,2934
161,1995.4594500522103,6.7528129109168091,1986.5,1116,2905
162,1975.1534284719805,6.6879864652694447,1968.5,1104,2874
163,1955.0541594152453,6.6240189631220527,1947.5,1091,2846
164,1935.1072746258267,6.5605395709038854,1925.5,1079,2816
165,1915.3390184476157,6.4975693787419271,1905,1069,2788
166,1895.7508527671423,6.4342864481826538,1883,1057,2760
167,1876.291124260355,6.3717407572460827,1865,1048,2733.3800000000001
168,1857.0119735468152,6.3096107072303527,1846,1039,2708
169,1837.9733379742429,6.248243895583979,1830,1027,2681
170,1819.1160459450052,6.1873124735198628,1810,1018,2651.8800000000001
171,1800.4953010790116,6.1269229316886529,1793.5,1007,2623.3800000000001
