sample,mean,median,percentile_16,percentile_84
0,0.46726134419441223,0,-3,4
1,0.45135185122489929,0,-3,4
2,0.43967261910438538,0,-3,4
3,0.44565016031265259,0,-3,4
4,0.43985652923583984,0,-3,3.5
5,0.41199189424514771,0,-3,3.5
6,0.39507082104682922,0,-2.5,3.5
7,0.41153210401535034,0,-2.5,3
8,0.39635828137397766,0,-2.5,3
9,0.39985287189483643,0,-2,3
10,0.40537062287330627,0,-2,3
11,0.41704985499382019,0,-2,3
12,0.44289129972457886,0,-2,3
13,0.44785726070404053,0,-2,3
14,0.46367481350898743,0,-2,3
15,0.44316717982292175,0,-2,3
16,0.45273128151893616,0,-2,3
17,0.45162773132324219,0,-2,3
18,0.45788118243217468,0,-2,3
19,0.44307523965835571,0,-2,3
20,0.46873274445533752,0,-2,3
21,0.46027222275733948,0,-2,3
22,0.42247563600540161,0,-2,2.5
23,0.41925695538520813,0,-2,2.5
24,0.36913740634918213,0,-2,2
25,0.39847341179847717,0,-2,2.5
26,0.37704616785049438,0,-2,2.5
27,0.36720618605613708,0,-2,2
28,0.37437924742698669,0,-2,2.5
29,0.39442706108093262,0,-2,2.5
30,0.38605847954750061,0,-2,2
31,0.38927716016769409,0,-2,2.5
32,0.35368770360946655,0,-2.5,2
33,0.38136839866638184,0,-2,2.5
34,0.38311567902565002,0,-2.5,2
35,0.37594261765480042,0,-2.5,2
36,0.32830604910850525,0,-3,2
37,0.36132058501243591,0,-3,2
38,0.35589480400085449,0,-3,2
39,0.38072466850280762,0,-3,2.5
40,0.37824168801307678,0,-3,2.5
41,0.35791796445846558,0,-3,2
42,0.38771381974220276,0,-3,2.5
43,0.39203605055809021,0,-3,2.5
44,0.41934889554977417,0,-3,2.5
45,0.44666177034378052,0,-3,3
46,0.45631781220436096,0,-3,3
47,0.47213536500930786,0,-3,3
48,0.51351851224899292,-0.25,-3,3
49,0.54984366893768311,-0.5,-3.5,3
50,0.61099869012832642,-0.5,-3.6599999999999682,3
51,0.68420082330703735,-0.5,-4,3
52,0.75308072566986084,-0.5,-4,3
53,0.8218686580657959,-0.5,-4,3
54,0.85065293312072754,-0.5,-4,3
55,0.93433880805969238,-0.5,-4,3.5
56,1.0103917121887207,-0.5,-4,3.5
57,1.0969284772872925,-0.5,-4,4
58,1.1762001514434814,-0.5,-4,4
59,1.3153393268585205,-0.5,-4,4
60,1.4798601865768433,-0.5,-4,4
61,1.6772116422653198,-0.5,-4,4
62,2.1273679733276367,0,-4,5
63,3.4748022556304932,0,-4,7
64,8.738734245300293,1.5,-3,15
65,25.987953186035156,9,-1,52
66,72.3970947265625,47,11,135
