sample,mean,mean_uncertainty,median,percentile_16,percentile_84
0,-0.18845269083976746,0.26985509397565605,0,-4,4
1,-0.15652862191200256,0.25780369141460491,0,-4,4
2,-0.17306585609912872,0.24544204741739312,0,-4,4
3,-0.066077075898647308,0.23333296700631367,0,-3.5,4
4,-0.043068736791610718,0.22070310463179921,0,-3,4
5,0.0035231520887464285,0.20790439778105743,0,-3,4
6,0.071541555225849152,0.19643170603526239,0,-3,4
7,0.13984757661819458,0.1859101030677924,0,-3,4
8,0.18025596439838409,0.17643740454585893,0,-3,4
9,0.25862812995910645,0.16772154125605715,0,-3,4
10,0.26452401280403137,0.15970785242533805,0,-3,4
11,0.25388264656066895,0.15286555296821666,0,-3,3.5
12,0.24741156399250031,0.14588295863365525,0,-3,3.2599999999997635
13,0.25905954837799072,0.13841421970550061,0,-3,3
14,0.26811906695365906,0.12946639872462512,0,-3,3
15,0.23935864865779877,0.12047269641832289,0,-3,3
16,0.2044147253036499,0.11131992473300757,0,-3,3
17,0.21735692024230957,0.101718704133733,0,-2.7599999999999909,3
18,0.23662640154361725,0.092193650408199115,0,-2.5,3
19,0.21635030210018158,0.082730521265639151,0,-2.5,3
20,0.22742307186126709,0.073782185196639941,0,-2.5,3
21,0.19851884245872498,0.063703111677420876,0,-2,3
22,0.19535519182682037,0.05401395312270485,0,-2,3
23,0.16846419870853424,0.046044677423899977,0,-2,2.5
24,0.1970808207988739,0.040830877638981571,0,-2,2.5
25,0.22598505020141602,0.040774351343036176,0,-2,2.5
26,0.22282139956951141,0.045865804836544052,0,-2.5,2.5
27,0.20729076862335205,0.054440844135229358,0,-2.5,2.5
28,0.21462467312812805,0.065172745886808783,0,-3,3
29,0.24050906300544739,0.07818400267955071,0,-3,2.5
30,0.26294219493865967,0.091611868182228495,0,-3,2.5
31,0.26337358355522156,0.10571037057079134,0,-3,3
32,0.24036525189876556,0.11980860296531175,0,-3,3
33,0.25905954837799072,0.13416466738478616,0,-3,3
34,0.26682484149932861,0.14827247970062848,0,-3,3
35,0.30277538299560547,0.16164046536616114,0,-3,3
36,0.30953407287597656,0.17352337516916158,0,-3,3
37,0.31456714868545532,0.1841915571218995,0,-3,3
38,0.31399193406105042,0.19477006663166638,0,-3,3
39,0.33484324812889099,0.20459180378999875,0,-3.5,3
40,0.32822835445404053,0.21353043066756761,0,-4,3
41,0.35023009777069092,0.22294593867765167,0,-4,3
42,0.40444347262382507,0.233175177433076,0,-4,3
43,0.48382225632667542,0.24403566749604294,0,-4,3
44,0.54867702722549438,0.25573920172397846,0,-4,3
45,0.64790046215057373,0.26863049520015764,0,-4,3
46,0.75445789098739624,0.28282629708819274,0,-4,3
47,0.8605838418006897,0.29926946609167493,0,-4,3
48,0.94211965799331665,0.31687980077314021,0,-4,3
49,1.0936870574951172,0.3363663654085382,0,-4.5,3
50,1.2183635234832764,0.35781645306836884,-0.5,-5,4
51,1.4708800315856934,0.38331789474093153,-0.5,-5,4
52,1.7484182119369507,0.41203371898409108,-0.5,-5,4
53,2.0978572368621826,0.44460149045498937,-0.5,-5,4
54,2.5575928688049316,0.48387254473105834,-0.5,-5,4
55,3.2859504222869873,0.53523679147274339,0,-5,4.5
56,4.760066032409668,0.60419897016616664,0,-5,6
57,8.7630863189697266,0.69675493683671175,1,-4,11.259999999999764
58,21.986698150634766,0.83280695660826831,8.5,-1,37
59,61.287101745605469,1.0825213526831592,41,9.5,109
60,149.42471313476562,1.6325370964687844,119,43,256
61,296.90847778320312,2.7138363195212771,244,105,495
62,490.61611938476562,4.3181924239306069,395,183,827.75999999999976
63,704.6368408203125,6.2131849156632679,553,263,1195.5199999999995
64,917.2281494140625,8.1545207232317498,708.75,337.5,1564
65,1116.412353515625,10.002711673500288,853.25,405,1896.2599999999998
66,1297.171142578125,11.700520138953406,986.25,468,2212.5199999999995
67,1457.599365234375,13.224377838914799,1102.75,524.48000000000002,2491
68,1596.927001953125,14.563299586610523,1203.5,569.24000000000001,2728.2599999999998
69,1715.328125,15.70952760303865,1289.5,609,2928
70,1813.8814697265625,16.664565831801312,1358,643,3101.6399999999967
71,1894.4486083984375,17.441793576537172,1416,671,3228.7799999999993
72,1959.0394287109375,18.059160348694498,1461,694.48000000000002,3336.0399999999991
73,2009.935302734375,18.538890599973904,1496,711,3428.5199999999995
74,2049.287109375,18.90295079476369,1523.5,724.24000000000001,3502.7599999999998
75,2079.326171875,19.172857695764357,1545.5,734.48000000000002,3548.0799999999981
76,2101.884033203125,19.367569864405063,1566,741,3580.5199999999995
77,2118.5185546875,19.501329398217855,1579.75,750.74000000000001,3609.0799999999981
78,2130.83544921875,19.587562363869683,1590,756,3632.5599999999986
