sample,mean,median,percentile_16,percentile_84
0,0.57018810510635376,0.5,-3.5,5
1,0.52568739652633667,0,-3.5,5
2,0.58755427598953247,0,-3.5,4.5
3,0.59659910202026367,0,-3,4
4,0.53183794021606445,0,-3,4
5,0.50506514310836792,0,-3,4
6,0.54305356740951538,0.25,-3,4
7,0.54232996702194214,0,-3,4
8,0.55426919460296631,0,-3,4
9,0.5321996808052063,0,-3,4
10,0.5893632173538208,0,-3,4
11,0.60455858707427979,0,-2.5,4
12,0.6374819278717041,0,-2.5,4
13,0.62120115756988525,0,-2,3.5
14,0.65520983934402466,0,-2,3.5
15,0.73769897222518921,0,-2,3.5
16,0.78762662410736084,0,-2,3.5
17,0.78039073944091797,0,-2,3.5
18,0.7840086817741394,0,-2,3
19,0.74095511436462402,0,-2,3
20,0.73914617300033569,0,-2,3
21,0.6881331205368042,0,-2,3
22,0.70296669006347656,0,-2,3
23,0.64109987020492554,0,-2,3
24,0.62481909990310669,0,-2,3
25,0.63422578573226929,0,-2,3
26,0.45296671986579895,0,-2,3
27,0.35057887434959412,0,-2.5,3
28,0.3842257559299469,0,-2.460000000000008,3
29,0.39869752526283264,0,-2.5,3
30,0.30354559421539307,0,-3,2.5
31,0.26555716991424561,0,-3,3
32,0.29232996702194214,0,-3,3
33,0.29052099585533142,0,-3,3
34,0.1342257559299469,0,-3,3
35,0.15050651133060455,0,-3,3
36,0.15412445366382599,0,-3,3
37,0.24023154377937317,0,-3,3
38,0.1512300968170166,0,-3,3
39,0.16099855303764343,0,-3,3
40,0.21092619001865387,-0.5,-3,3
41,0.24927641451358795,0,-3,3
42,0.28039073944091797,0,-3.460000000000008,3
43,0.27858176827430725,-0.5,-3.5,3
44,0.30607813596725464,-0.5,-3.960000000000008,3
45,0.35781475901603699,0,-4,3
46,0.45441389083862305,0,-4,3
47,0.49963819980621338,0,-4,3
48,0.4829956591129303,-0.5,-4,3
49,0.5340086817741394,-0.5,-4,3.5
50,0.51410996913909912,-1,-4.5,4
51,0.52532559633255005,-1,-4.5,4
52,0.61685961484909058,-1,-4.5,4
53,0.7452966570854187,-0.5,-4.5,4.4600000000000364
54,0.80643993616104126,-0.5,-4.5,5
55,0.94428366422653198,-0.5,-5,5
56,1.2203328609466553,-0.5,-5,6
57,1.4500724077224731,-0.5,-4.5,6
58,1.75,-1,-5,6
59,2.1693198680877686,0,-5,6
60,2.7188856601715088,-0.5,-5,6
61,3.3136758804321289,-0.25,-5,6.9600000000000364
62,4.0057888031005859,0,-5,7
63,5.850578784942627,0,-4.5,9
64,13.342257499694824,2,-4,20.960000000000036
65,38.551734924316406,11,-1,76.460000000000036
