sample,mean,median,percentile_16,percentile_84
0,-0.44824057817459106,0,-4,4
1,-0.40834698081016541,0,-3.5,4
2,-0.3574059009552002,0,-3.5,4
3,-0.28713175654411316,0,-3,4
4,-0.268207848072052,0,-3,4
5,-0.26114976406097412,0,-3,4
6,-0.23424713313579559,0,-3,4
7,-0.21092471480369568,0,-3,4
8,-0.17502045631408691,0,-3,4
9,-0.1520049124956131,0,-3,4
10,-0.17062193155288696,0,-3,3.5
11,-0.18156710267066956,0,-3,3.5
12,-0.16939443349838257,0,-3,3
13,-0.12673895061016083,0,-3,3
14,-0.044803600758314133,0,-2.5,3
15,-0.013502455316483974,0,-2.5,3
16,0.00030687398975715041,0,-2.5,3
17,0.040814239531755447,0,-2.5,3
18,0.064750410616397858,0,-2.5,3
19,0.090732403099536896,0,-2,3
20,0.10310965776443481,0,-2,3
21,0.16325695812702179,0,-2,3
22,0.15875613689422607,0,-2,3
23,0.17675940692424774,0,-2,2.5
24,0.19609247148036957,0,-2,2
25,0.16479133069515228,0,-2,2
26,0.1978314220905304,0,-2,2.5
27,0.19558101892471313,0,-2.5,2.5
28,0.17849835753440857,0,-2.5,2.5
29,0.178396075963974,0,-3,2.5
30,0.15548281371593475,0,-3,2.5
31,0.1611088365316391,0,-3,3
32,0.13318330049514771,0,-3,3
33,0.096767596900463104,0,-3,2.5
34,0.0804009810090065,0,-3,2.5
35,0.096767596900463104,0,-3,3
36,0.14105974137783051,0,-3,3
37,0.13819557428359985,0,-3,3
38,0.151698037981987,0,-3,3
39,0.14648117125034332,0,-3,3
40,0.16949672996997833,0,-3.5,3
41,0.24416939914226532,0,-3.5,3
42,0.20550327003002167,0,-4,3
43,0.277311772108078,0,-4,3
44,0.32088789343833923,0,-4,3
45,0.39423078298568726,0,-4,3
46,0.50849020481109619,0,-4,3
47,0.66254091262817383,0,-4,3
48,0.85147297382354736,0,-4,3
49,1.0724222660064697,-0.5,-4,3
50,1.2916325330734253,-0.5,-4.5,3.5
51,1.5234247446060181,-0.5,-4.5,3.5
52,1.7690261602401733,-1,-5,4
53,2.0775368213653564,-0.5,-5,4
54,2.4429214000701904,-0.5,-5,4
55,2.9902822971343994,-0.5,-5,4
56,4.2852907180786133,0,-5,6
57,8.5564651489257812,1.5,-4,12
58,24.241203308105469,11,0,41
59,71.734550476074219,50,13,124
60,176.56578063964844,144,54,297
61,347.85198974609375,293,124,581
