sample,mean,median,percentile_16,percentile_84
0,-0.3439737856388092,0,-4,5
1,-0.31774652004241943,0,-4,5
2,-0.3186955451965332,0,-4,4.5
3,-0.33629539608955383,0,-4,4
4,-0.30963680148124695,0,-4,4
5,-0.28306445479393005,0,-3.5,4
6,-0.26011559367179871,0,-3.5,4
7,-0.26115089654922485,0,-3,4
8,-0.26615476608276367,0,-3,4
9,-0.25692346692085266,0,-3,4
10,-0.21231991052627563,0,-3,4
11,-0.20455525815486908,0,-3,4
12,-0.18195150792598724,0,-3,3.5
13,-0.15831248462200165,0,-3,3.5
14,-0.12915192544460297,0,-3,3.3000000000001819
15,-0.13622638583183289,0,-3,3
16,-0.10715210437774658,0,-3,3
17,-0.040117330849170685,0,-3,3
18,-0.001811750466004014,0,-2.5,3
19,0.024415494874119759,0,-3,3
20,0.077215082943439484,0,-2.5,3
21,0.11940298229455948,0,-2,3
22,0.15227331221103668,0,-2,3
23,0.17384177446365356,0,-2,3
24,0.20032784342765808,0,-2,2.5
25,0.23940989375114441,0,-2,2.5
26,0.26313519477844238,0,-2,2.5
27,0.25640583038330078,0,-2.5,3
28,0.29652315378189087,0,-3,3
29,0.34250712394714355,0,-3,3
30,0.35812267661094666,0,-3,3
31,0.33491501212120056,0,-3,3
32,0.36580106616020203,0,-3,3
33,0.36778536438941956,0,-3,3
34,0.38115778565406799,0,-3,3
35,0.38555777072906494,0,-3,3
36,0.35829523205757141,0,-3,3
37,0.34742471575737,0,-3.5,3
38,0.38210681080818176,0,-3.5,3
39,0.39608317613601685,0,-4,3
40,0.41791045665740967,0,-4,3
41,0.41678887605667114,0,-4,3
42,0.42921233177185059,0,-4,3
43,0.45656111836433411,0,-4,3
44,0.4544905424118042,0,-4,3.5
45,0.48494520783424377,0,-4,3.5
46,0.47959622740745544,-0.5,-4,3.5
47,0.50289016962051392,-0.5,-4.5,3.5
48,0.55016821622848511,-0.5,-5,4
49,0.61107754707336426,-0.5,-5,4
50,0.66266930103302002,-1,-5,4
51,0.78198599815368652,-1,-5,4
52,0.89146751165390015,-1,-5,4
53,1.1095677614212036,-1,-5,4.5
54,1.4855490922927856,-1,-5.5,5
55,2.2627038955688477,-0.5,-5,5.5
56,4.14813232421875,0,-5,7.5
57,10.439737319946289,2.5,-3.5,16.5
58,33.312484741210938,18,2,57.800000000000182
59,98.845054626464844,74.5,21,169
60,233.77223205566406,195,72,393
61,440.73358154296875,381,147,741
62,694.96893310546875,600,235.5,1190
63,964.93804931640625,828,325,1675.3000000000002
64,1227.974853515625,1043.5,412,2144.6000000000004
65,1473.0323486328125,1244,492.20000000000005,2560.8000000000002
66,1695.1962890625,1428,562,2953.5
67,1892.3033447265625,1585,624,3298
68,2063.6005859375,1721,681,3604.4000000000005
69,2209.412353515625,1839,729,3856.6000000000004
70,2331.195556640625,1938.5,770,4076.9000000000005
71,2431.08203125,2018,804,4249.3000000000002
72,2511.639404296875,2082,829.70000000000005,4386.1000000000004
73,2575.8076171875,2134,849.5,4495
74,2626.444580078125,2172,868.70000000000005,4584
75,2666.309814453125,2204,882.20000000000005,4648.8000000000002
76,2697.379638671875,2232,894,4698.8000000000002
77,2721.427734375,2255,903,4736.2000000000007
78,2740.407958984375,2271,909.70000000000005,4759.6000000000004
79,2757.604248046875,2285,914.40000000000009,4792.6000000000022
80,2776.82177734375,2304,922.70000000000005,4833.5
81,2800.002197265625,2324,933,4873
82,2826.40869140625,2346,941.20000000000005,4921
83,2853.65380859375,2367,950.40000000000009,4971.9000000000005
84,2879.532470703125,2389.5,959.70000000000005,5016
85,2902.576416015625,2410,969,5060.6000000000004
86,2922.0009765625,2429,975.20000000000005,5093.2000000000007
87,2937.44287109375,2444,980,5113.6000000000004
88,2948.945556640625,2456,984,5130.6000000000004
89,2956.61669921875,2464,987,5145
90,2960.571044921875,2466,989,5149.2000000000007
91,2961.117431640625,2466,990.70000000000005,5147.6000000000004
92,2958.6630859375,2464.5,989.20000000000005,5143.2000000000007
93,2953.578369140625,2462,988.5,5130.2000000000007
94,2946.28857421875,2453.5,986.40000000000009,5114.8000000000011
95,2937.208251953125,2446,983.40000000000009,5092.4000000000005
96,2926.694580078125,2437,981,5072.6000000000004
97,2915.05419921875,2427,976,5045.9000000000005
98,2902.58349609375,2419,974.20000000000005,5027
