sample,mean,median,percentile_16,percentile_84
0,-0.070262700319290161,0,-3,4
1,-0.064551785588264465,0,-3,4
2,-0.044987287372350693,0,-3,4
3,-0.029475700110197067,0,-3,3.5
4,-0.015401054173707962,0,-3,3.5
5,-0.02475958876311779,0,-3,3
6,0.0095059135928750038,0,-3,3
7,0.015253675170242786,0,-3,3
8,-0.00088427105220034719,0,-3,3
9,0.0052687814459204674,0,-3,3
10,0.017169596627354622,0,-3,3
11,0.008732176385819912,0,-3,3
12,0.0176854208111763,0,-2.5,3
13,0.043145056813955307,0,-2.5,3
14,0.054530046880245209,0,-2.5,3
15,0.062967464327812195,0,-2.5,3
16,0.078000076115131378,0,-2.5,3
17,0.087948121130466461,0,-2,3
18,0.092222101986408234,0,-2,3
19,0.087505988776683807,0,-2,3
20,0.10769684612751007,0,-2,2.5
21,0.1127077117562294,0,-2,2.5
22,0.10998120903968811,0,-2,2.5
23,0.10320179909467697,0,-2,2
24,0.11156553030014038,0,-2,2
25,0.088500790297985077,0,-2,2
26,0.099112041294574738,0,-2,2
27,0.099627867341041565,0,-2,2
28,0.10187539458274841,0,-2,2
29,0.10194908082485199,0,-2,2
30,0.084042593836784363,0,-2.5,2
31,0.077078960835933685,0,-2.5,2.5
32,0.061714749783277512,0,-3,2.5
33,0.054161600768566132,0,-3,2.5
34,0.042960833758115768,0,-3,2.5
35,0.07088906317949295,0,-3,2.5
36,0.097232967615127563,0,-3,2.5
37,0.092664234340190887,0,-3,3
38,0.10600198805332184,0,-3,3
39,0.11351829022169113,0,-3,3
40,0.12239784747362137,0,-3,3
41,0.14925758540630341,0,-3,3
42,0.13960428535938263,0,-3,3
43,0.18941822648048401,0,-3,3
44,0.22176779806613922,0,-3,3
45,0.25367525219917297,0,-3.5,3
46,0.29965734481811523,0,-3.5,3
47,0.38871079683303833,0,-3.5,3
48,0.47205334901809692,0,-4,3
49,0.58011865615844727,0,-4,3
50,0.70004791021347046,0,-4,3
51,0.90118271112442017,0,-4,3.5
52,1.1518367528915405,0,-4,4
53,1.5199881792068481,0,-4,4
54,2.0731735229492188,0,-4,4
55,3.0109796524047852,0,-4,4.5
56,4.9672451019287109,0,-4,6
57,10.328911781311035,2,-3,13.5
58,26.258649826049805,11.5,0.5,42
59,67.261375427246094,45,12,113
60,148.84635925292969,116,46,244
61,274.51300048828125,218,102,450
62,431.26071166992188,337,171,704.5
63,599.8773193359375,463,241,977.79999999999927
64,765.33563232421875,584,307,1237
65,919.50054931640625,695,367,1484.2999999999993
66,1058.7962646484375,796.5,423.19999999999982,1707.2999999999993
67,1181.89599609375,884,471.69999999999982,1901.7999999999993
68,1288.315185546875,960.5,512,2072
69,1378.4146728515625,1025,546,2217
70,1453.1336669921875,1076.5,575,2338
71,1514.0025634765625,1120,599,2433.5999999999985
72,1562.6552734375,1154.5,618.69999999999982,2510
73,1600.902587890625,1182,633,2569.5999999999985
74,1630.5526123046875,1203,646,2617
75,1653.2440185546875,1219,655,2649
76,1670.4071044921875,1230,662.5,2676
77,1683.2257080078125,1240,667.5,2696
78,1693.0693359375,1248,672.69999999999982,2712
79,1701.9610595703125,1255,677,2724
