event,channel,waveform_index_save,dt_ns_coinc,dt_ns_save,minimum_timestamp_coinc,channel_coincident_left,waveform_index_coincident_left,channel_coincident_right,waveform_index_coincident_right
1777,2081,160,-16,0,109893653151488816,2030,289,2061,141
1777,2081,165,96,0,109893653151562096,2030,293,2060,87
1777,2081,182,48,-32,109893653152073408,2031,139,2060,103
1778,2080,336,16,-16,109893653154628976,2030,562,2060,415
1778,2080,339,16,16,109893653154665968,2030,564,2060,419
1778,2080,344,64,-16,109893653154705328,2030,566,2060,424
1778,2080,345,80,-48,109893653154759680,2031,389,2060,426
1778,2080,348,32,-16,109893653154799040,2030,571,2060,429
1778,2080,355,64,0,109893653154870192,2031,396,2060,436
1778,2080,356,32,-16,109893653154895776,2031,398,2060,439
1778,2080,367,48,-16,109893653155097392,2031,406,2060,447
1778,2080,377,80,-16,109893653155191200,2030,588,2060,454
1778,2081,142,16,-16,109893653154628976,2030,562,2060,415
1778,2081,148,64,0,109893653154705328,2030,566,2060,424
1778,2081,150,80,-16,109893653154759680,2031,389,2060,426
1778,2081,153,32,-16,109893653154799040,2030,571,2060,429
1778,2081,160,64,0,109893653154870192,2031,396,2060,436
1778,2081,161,32,-32,109893653154895776,2031,398,2060,439
1778,2081,172,48,-32,109893653155097392,2031,406,2060,447
1778,2081,182,80,0,109893653155191200,2030,588,2060,454
1779,2080,128,-80,-96,109893653157763360,2031,259,2060,216
1779,2080,130,32,-32,109893653157816336,2031,261,2060,219
1779,2080,133,48,0,109893653157865856,2031,264,2060,221
1779,2080,144,48,-16,109893653158194288,2031,285,2061,108
1779,2080,145,0,-32,109893653158199008,2030,457,2060,241
1779,2080,151,80,0,109893653158274048,2031,291,2060,248
1779,2080,153,48,0,109893653158290880,2030,463,2060,249
1779,2080,155,48,0,109893653158298560,2030,465,2060,250
1779,2081,297,-80,-112,109893653157763360,2031,259,2060,216
1779,2081,300,32,-16,109893653157816336,2031,261,2060,219
1779,2081,302,48,0,109893653157865856,2031,264,2060,221
1779,2081,312,48,-16,109893653158194288,2031,285,2061,108
1779,2081,313,0,-48,109893653158199008,2030,457,2060,241
1779,2081,319,80,0,109893653158274048,2031,291,2060,248
1779,2081,321,48,16,109893653158290880,2030,463,2060,249
1780,2080,270,80,16,109893653160926896,2031,344,2060,315
1780,2080,280,-16,16,109893653161064960,2030,397,2060,324
1780,2080,282,128,48,109893653161190832,2030,402,2060,329
1780,2080,292,16,-16,109893653161379872,2030,410,2060,339
1780,2081,42,80,16,109893653160926896,2031,344,2060,315
1780,2081,51,-16,16,109893653161064960,2030,397,2060,324
1780,2081,53,128,48,109893653161190832,2030,402,2060,329
1780,2081,62,16,-32,109893653161379872,2030,410,2060,339
1780,2081,66,48,-48,109893653161463120,2030,414,2060,340
1781,2080,367,32,-32,109893653164038896,2030,63,2060,199
1781,2080,370,160,128,109893653164086928,2030,66,2060,200
1781,2080,383,96,-16,109893653164347536,2030,78,2060,218
1781,2080,388,32,16,109893653164402992,2030,81,2060,222
1781,2080,390,32,0,109893653164421584,2031,177,2060,224
1781,2080,392,80,0,109893653164480560,2030,88,2060,227
1781,2081,401,32,-32,109893653164038896,2030,63,2060,199
1781,2081,404,160,144,109893653164086928,2030,66,2060,200
1781,2081,410,-48,80,109893653164163040,2031,164,2060,206
1781,2081,419,96,0,109893653164347536,2030,78,2060,218
1781,2081,424,32,0,109893653164402992,2030,81,2060,222
1781,2081,427,80,0,109893653164480560,2030,88,2060,227
1782,2080,419,0,-64,109893653167223584,2030,168,2060,64
1782,2080,420,64,-16,109893653167226240,2031,97,2060,65
1782,2080,424,64,0,109893653167261280,2031,102,2061,146
1782,2080,436,48,0,109893653167491856,2031,116,2060,79
1782,2080,437,16,0,109893653167509856,2030,187,2060,80
1782,2080,438,64,0,109893653167515728,2030,188,2060,81
1782,2080,442,32,-32,109893653167649088,2030,194,2060,86
1782,2080,444,48,-48,109893653167698416,2031,131,2061,164
1782,2081,274,64,-16,109893653167226240,2031,97,2060,65
1782,2081,278,64,0,109893653167261280,2031,102,2061,146
1782,2081,290,48,0,109893653167491856,2031,116,2060,79
1782,2081,291,16,-16,109893653167509856,2030,187,2060,80
1782,2081,292,64,-16,109893653167515728,2030,188,2060,81
1782,2081,295,32,-48,109893653167649088,2030,194,2060,86
1782,2081,296,48,-16,109893653167698416,2031,131,2061,164
1783,2080,170,48,16,109893653170512432,2031,295,2060,255
1783,2080,172,80,16,109893653170516976,2031,296,2060,256
1783,2081,427,48,0,109893653170512432,2031,295,2060,255
1783,2081,429,80,32,109893653170516976,2031,296,2060,256
1784,2080,277,32,-32,109893653173709056,2030,431,2061,509
1784,2080,287,0,-96,109893653173859280,2030,443,2060,186
1784,2080,290,16,-16,109893653173957232,2031,237,2060,190
1784,2081,478,32,-48,109893653173709056,2030,431,2061,509
1784,2081,487,0,-80,109893653173859280,2030,443,2060,186
1784,2081,489,64,208,109893653173885712,2030,444,2060,187
1784,2081,491,48,-16,109893653173957232,2030,448,2060,190
1785,2080,335,16,16,109893653176670016,2030,73,2060,156
1785,2080,342,16,-48,109893653176807088,2030,80,2061,45
1785,2080,351,32,-48,109893653177079536,2031,220,2060,181
1785,2081,385,16,0,109893653176670016,2030,73,2060,156
1785,2081,392,16,-48,109893653176807088,2030,80,2061,45
1786,2080,258,48,-32,109893653179880208,2030,313,2060,395
1786,2080,270,48,0,109893653180060416,2031,371,2060,407
1786,2081,70,48,-16,109893653179880208,2030,313,2060,395
1786,2081,83,48,0,109893653180060416,2031,371,2060,407
1787,2080,115,32,-48,109893653182910336,2030,263,2061,57
1787,2080,116,32,-16,109893653182931968,2030,264,2060,199
1787,2080,122,48,-16,109893653183143744,2030,278,2060,205
1787,2080,129,32,-16,109893653183284064,2031,250,2061,66
1787,2081,297,32,-16,109893653182910336,2030,263,2061,57
1787,2081,298,32,-16,109893653182931968,2030,264,2060,199
1787,2081,303,48,-16,109893653183143744,2030,278,2060,205
1787,2081,310,32,-16,109893653183284064,2031,250,2061,66
1788,2080,100,48,-48,109893653185970048,2031,193,2060,159
1788,2080,109,48,-16,109893653186192704,2030,274,2060,170
1788,2080,112,16,-32,109893653186286384,2031,216,2060,172
1788,2080,113,96,32,109893653186301296,2030,282,2060,175
1788,2080,116,32,-48,109893653186379776,2030,286,2060,179
1788,2080,117,64,-48,109893653186391968,2031,225,2060,180
1788,2081,236,48,-48,109893653185970048,2031,193,2060,159
1788,2081,244,48,-16,109893653186192704,2030,274,2060,170
1788,2081,247,16,-16,109893653186286384,2031,216,2060,172
1788,2081,248,96,16,109893653186301296,2030,282,2060,175
1788,2081,252,32,-32,109893653186379776,2030,286,2060,179
1788,2081,253,64,-64,109893653186391968,2031,225,2060,180
1789,2080,230,32,-32,109893653189151344,2031,330,2060,374
1789,2080,238,96,32,109893653189383552,2031,347,2060,387
1789,2080,243,16,-16,109893653189459440,2031,353,2060,390
1789,2080,249,-16,-80,109893653189619312,2030,169,2060,396
1789,2081,110,32,-16,109893653189151344,2031,330,2060,374
1789,2081,121,96,16,109893653189383552,2031,347,2060,387
1789,2081,125,16,-16,109893653189459440,2031,353,2060,390
1789,2081,132,-16,-112,109893653189619312,2030,169,2060,396
1790,2080,448,96,16,109893653192322960,2030,117,2060,361
1790,2080,452,48,-16,109893653192382704,2031,327,2060,366
1790,2080,453,48,-16,109893653192434368,2030,122,2060,367
1790,2080,464,-32,-16,109893653192589456,2031,343,2060,375
1790,2081,500,96,16,109893653192322960,2030,117,2060,361
1790,2081,502,48,-16,109893653192382704,2031,327,2060,366
1790,2081,503,48,-16,109893653192434368,2030,122,2060,367
1790,2081,514,-32,-32,109893653192589456,2031,343,2060,375
1791,2080,405,48,16,109893653195463584,2031,253,2060,291
1791,2080,410,48,-48,109893653195611584,2031,261,2061,114
1791,2080,420,32,-16,109893653195817520,2031,275,2060,308
1791,2080,421,48,16,109893653195851840,2030,543,2060,313
1791,2080,422,-16,-32,109893653195884976,2031,278,2060,315
1791,2080,423,0,96,109893653195887360,2031,279,2060,316
1791,2080,424,0,-48,109893653195905152,2031,281,2061,130
1791,2080,427,32,-96,109893653195936320,2031,283,2060,321
1791,2081,221,48,-16,109893653195463584,2031,253,2060,291
1791,2081,226,48,-32,109893653195611584,2031,261,2061,114
1791,2081,235,32,-32,109893653195817520,2031,275,2060,308
1791,2081,236,48,0,109893653195851840,2030,543,2060,313
1791,2081,238,-16,-64,109893653195884976,2031,278,2060,315
1791,2081,239,0,96,109893653195887360,2031,279,2060,316
1791,2081,240,0,-48,109893653195905152,2031,281,2061,130
1792,2080,265,64,-64,109893653198628416,2031,190,2060,155
1792,2080,285,64,48,109893653199165248,2031,220,2060,185
1792,2081,402,64,-96,109893653198628416,2031,190,2060,155
1792,2081,421,64,32,109893653199165248,2031,220,2060,185
1793,2080,314,16,-16,109893653202227616,2030,70,2060,134
1793,2081,40,16,0,109893653202227616,2030,70,2060,134
1794,2080,238,48,16,109893653205040512,2031,151,2060,119
1794,2080,239,64,-16,109893653205052864,2030,61,2060,120
1794,2080,242,64,0,109893653205084592,2030,64,2060,122
1794,2080,244,32,-16,109893653205092848,2031,157,2060,124
1794,2080,253,16,-48,109893653205249088,2031,166,2061,188
1794,2080,256,48,48,109893653205288256,2030,72,2061,189
1794,2080,261,48,0,109893653205378000,2030,78,2060,140
1794,2081,384,48,16,109893653205040512,2031,151,2060,119
1794,2081,385,64,-16,109893653205052864,2030,61,2060,120
1794,2081,388,64,0,109893653205084592,2030,64,2060,122
1794,2081,390,32,-32,109893653205092848,2031,157,2060,124
1794,2081,399,16,-48,109893653205249088,2031,166,2061,188
1794,2081,402,48,32,109893653205288256,2030,72,2061,189
1794,2081,408,48,-16,109893653205378000,2030,78,2060,140
1795,2080,281,80,0,109893653208092736,2031,338,2060,301
1795,2080,284,32,-16,109893653208183536,2031,343,2060,303
1795,2080,291,64,-16,109893653208379056,2030,448,2060,312
1795,2081,120,80,0,109893653208092736,2031,338,2060,301
1795,2081,123,32,-32,109893653208183536,2031,343,2060,303
1795,2081,129,64,0,109893653208379056,2030,448,2060,312
1796,2080,248,48,0,109893653211159744,2031,209,2061,141
1796,2080,260,48,16,109893653211412448,2031,221,2060,182
1796,2080,262,32,-16,109893653211449088,2031,226,2060,187
1796,2080,265,64,0,109893653211496528,2030,490,2060,190
1796,2081,71,0,-48,109893653211132768,2030,473,2060,167
1796,2081,73,48,0,109893653211159744,2031,209,2061,141
1796,2081,84,48,-16,109893653211412448,2031,221,2060,182
1796,2081,86,32,-32,109893653211449088,2031,226,2060,187
1796,2081,89,64,-32,109893653211496528,2030,490,2060,190
1797,2080,346,64,0,109893653214456192,2030,159,2060,196
1797,2080,352,32,0,109893653214552592,2030,166,2060,203
1797,2080,362,32,-16,109893653214871200,2031,257,2060,215
1797,2081,130,64,16,109893653214456192,2030,159,2060,196
1797,2081,136,48,-16,109893653214552592,2031,234,2060,203
1797,2081,145,32,-16,109893653214871200,2031,257,2060,215
1798,2080,135,48,-32,109893653217438944,2031,259,2060,221
1798,2080,136,64,0,109893653217502576,2030,386,2060,222
1798,2080,142,0,-48,109893653217575424,2030,389,2060,224
1798,2080,158,32,-32,109893653217873696,2031,280,2060,241
1798,2080,163,48,32,109893653217919280,2030,401,2060,248
1798,2081,76,48,-48,109893653217438944,2031,259,2060,221
1798,2081,77,64,0,109893653217502576,2030,386,2060,222
1798,2081,83,0,-64,109893653217575424,2030,389,2060,224
1798,2081,99,32,-48,109893653217873696,2031,280,2060,241
1798,2081,104,48,16,109893653217919280,2030,401,2060,248
1799,2080,372,80,-32,109893653220538752,2031,134,2060,173
1799,2080,373,32,0,109893653220544064,2031,136,2060,174
1799,2080,381,64,-16,109893653220688768,2030,108,2060,178
1799,2080,387,64,-16,109893653220896736,2030,117,2060,186
1799,2080,398,32,0,109893653221000064,2031,163,2060,191
1799,2080,405,48,16,109893653221111152,2030,128,2060,198
1799,2081,217,80,-32,109893653220538752,2031,134,2060,173
1799,2081,218,32,-16,109893653220544064,2031,136,2060,174
1799,2081,226,64,0,109893653220688768,2030,108,2060,178
1799,2081,232,64,0,109893653220896736,2030,117,2060,186
1799,2081,243,48,-32,109893653221000064,2030,124,2060,191
1799,2081,250,48,-80,109893653221111152,2030,128,2060,198
1800,2080,232,64,-16,109893653223844176,2030,447,2060,316
1800,2080,237,80,0,109893653223951552,2031,357,2060,320
1800,2080,240,48,-32,109893653223979952,2031,362,2060,322
1800,2080,244,96,32,109893653224102256,2030,461,2060,326
1800,2081,181,64,-48,109893653223844176,2030,447,2060,316
1800,2081,186,80,-16,109893653223951552,2031,357,2060,320
1800,2081,189,48,-32,109893653223979952,2031,362,2060,322
1800,2081,193,96,48,109893653224102256,2030,461,2060,326
1801,2080,309,32,0,109893653226763744,2030,409,2060,210
1801,2080,323,-160,-64,109893653227109872,2031,192,2061,53
1801,2080,325,16,-16,109893653227148768,2031,196,2060,229
1801,2080,330,96,0,109893653227247904,2031,198,2060,233
1801,2080,332,48,-16,109893653227289024,2030,436,2061,63
1801,2080,333,48,16,109893653227292288,2030,437,2060,238
1801,2080,339,48,-32,109893653227354240,2030,443,2060,243
1801,2081,133,32,0,109893653226763744,2030,409,2060,210
1801,2081,143,32,-16,109893653226918128,2030,420,2060,220
1801,2081,148,-160,-80,109893653227109872,2031,192,2061,53
1801,2081,151,16,-16,109893653227148768,2031,196,2060,229
1801,2081,156,96,-16,109893653227247904,2031,198,2060,233
1801,2081,158,48,-32,109893653227289024,2030,436,2061,63
1801,2081,159,48,0,109893653227292288,2030,437,2060,238
1801,2081,165,48,-32,109893653227354240,2030,443,2060,243
1802,2080,276,64,0,109893653229950608,2031,346,2060,305
1802,2080,279,-48,-80,109893653230030464,2030,389,2060,310
1802,2080,285,64,0,109893653230165152,2031,357,2060,317
1802,2080,298,64,0,109893653230424768,2030,409,2060,338
1802,2081,419,64,0,109893653229950608,2031,346,2060,305
1802,2081,421,-48,-96,109893653230030464,2030,389,2060,310
1802,2081,427,80,0,109893653230165152,2030,396,2060,317
1802,2081,441,80,0,109893653230424752,2031,373,2060,338
1803,2080,268,80,0,109893653233144912,2030,200,2060,330
1803,2080,270,48,-48,109893653233160256,2030,201,2060,332
1803,2080,272,48,0,109893653233202432,2031,372,2060,335
1803,2080,288,48,0,109893653233503264,2031,395,2060,350
1803,2080,292,64,16,109893653233580592,2031,398,2060,354
1803,2081,478,80,0,109893653233144912,2030,200,2060,330
1803,2081,480,48,-16,109893653233160256,2030,201,2060,332
1803,2081,482,-80,16,109893653233185760,2031,370,2061,103
1803,2081,483,48,-16,109893653233202432,2031,372,2060,335
1803,2081,499,48,-16,109893653233503264,2031,395,2060,350
1803,2081,502,64,0,109893653233580592,2031,398,2060,354
1804,2080,230,-64,-16,109893653236147824,2031,185,2060,148
1804,2080,242,48,0,109893653236472064,2031,208,2060,164
1804,2080,248,32,0,109893653236607008,2030,431,2060,172
1804,2080,250,16,-16,109893653236660672,2030,433,2060,180
1804,2081,47,-64,-16,109893653236147824,2031,185,2060,148
1804,2081,60,48,0,109893653236472064,2031,208,2060,164
1804,2081,66,32,-16,109893653236607008,2030,431,2060,172
1804,2081,69,16,-32,109893653236660672,2030,433,2060,180
1805,2080,336,48,-16,109893653239570384,2031,95,2060,134
1805,2080,343,80,16,109893653239686480,2031,109,2060,141
1805,2081,214,48,16,109893653239451888,2030,371,2060,130
1805,2081,220,48,-16,109893653239570384,2031,95,2060,134
1805,2081,228,80,-16,109893653239686480,2031,109,2060,141
1806,2080,233,48,-48,109893653242662672,2030,285,2061,167
1806,2080,241,48,-16,109893653242803424,2031,140,2060,107
1806,2080,248,-48,-64,109893653243012960,2031,153,2060,120
1806,2080,256,0,-16,109893653243189712,2031,165,2060,127
1806,2081,258,48,-32,109893653242662672,2030,285,2061,167
1806,2081,276,-48,-64,109893653243012960,2031,153,2060,120
1806,2081,283,0,-32,109893653243189712,2031,165,2060,127
1807,2080,435,16,0,109893653246260368,2031,218,2060,252
1807,2080,438,64,48,109893653246306800,2031,222,2060,255
1807,2080,439,16,-32,109893653246340000,2030,195,2060,257
1807,2081,165,16,-16,109893653246260368,2031,218,2060,252
1807,2081,168,64,32,109893653246306800,2031,222,2060,255
1807,2081,169,16,-16,109893653246340000,2030,195,2060,257
1808,2080,327,0,-64,109893653248946304,2030,56,2061,411
1808,2080,336,48,-48,109893653249134736,2031,101,2060,136
1808,2080,350,48,-32,109893653249258256,2030,73,2060,141
1808,2080,356,64,0,109893653249357488,2030,77,2060,144
1808,2081,289,0,-64,109893653248946304,2030,56,2061,411
1808,2081,298,48,0,109893653249134736,2031,101,2060,136
1808,2081,309,48,-32,109893653249258256,2030,73,2060,141
1808,2081,315,64,-16,109893653249357488,2030,77,2060,144
1809,2080,132,-16,-16,109893653251993344,2030,296,2060,210
1809,2080,156,80,0,109893653252489808,2031,264,2060,231
1809,2081,267,-16,0,109893653251993344,2030,296,2060,210
1809,2081,290,80,0,109893653252489808,2031,264,2060,231
1810,2080,298,-16,16,109893653255149440,2030,38,2060,115
1810,2080,300,64,-32,109893653255153728,2030,40,2061,388
1810,2080,313,64,0,109893653255427696,2031,94,2060,133
1810,2080,322,16,0,109893653255559296,2030,65,2060,145
1810,2080,325,0,-16,109893653255662640,2030,69,2060,150
1810,2081,2,-16,0,109893653255149440,2030,38,2060,115
1810,2081,4,64,-32,109893653255153728,2030,40,2061,388
1810,2081,18,64,-16,109893653255427696,2031,94,2060,133
1810,2081,25,16,-16,109893653255559296,2030,65,2060,145
1810,2081,30,48,0,109893653255662640,2031,105,2060,150
1811,2080,291,0,-80,109893653258400144,2031,67,2060,109
1811,2080,295,96,64,109893653258441376,2031,71,2060,113
1811,2080,297,64,-16,109893653258450384,2031,74,2060,115
1811,2080,306,32,0,109893653258622976,2031,85,2060,124
1811,2081,463,0,-96,109893653258400144,2031,67,2060,109
1811,2081,467,96,80,109893653258441376,2031,71,2060,113
1811,2081,469,64,0,109893653258450384,2031,74,2060,115
1811,2081,477,32,0,109893653258622976,2031,85,2060,124
1812,2080,293,32,-48,109893653261492800,2030,144,2060,340
1812,2080,313,32,-16,109893653261833936,2030,164,2061,502
1812,2080,314,64,-16,109893653261839232,2030,165,2060,360
1812,2080,316,48,-16,109893653261877056,2030,168,2060,362
1812,2080,318,32,16,109893653261958560,2030,174,2060,365
1812,2080,320,96,128,109893653261985760,2030,176,2060,368
1812,2081,182,32,-48,109893653261492800,2030,144,2060,340
1812,2081,198,32,-32,109893653261833936,2030,164,2061,502
1812,2081,199,64,-32,109893653261839232,2030,165,2060,360
1812,2081,201,48,-32,109893653261877056,2030,168,2060,362
1812,2081,203,48,0,109893653261958560,2031,408,2060,365
1812,2081,206,96,112,109893653261985760,2030,176,2060,368
1813,2080,352,16,-48,109893653264715152,2031,164,2060,131
1813,2080,354,96,0,109893653264779680,2030,434,2061,201
1813,2080,364,16,-16,109893653264932848,2030,443,2060,141
1813,2081,384,128,48,109893653264715152,2030,430,2060,131
1813,2081,387,96,0,109893653264779680,2030,434,2061,201
1813,2081,397,16,-32,109893653264932848,2030,443,2060,141
1814,2080,311,64,16,109893653267684208,2030,343,2060,128
1814,2080,327,160,240,109893653267994176,2031,111,2060,141
1814,2081,57,80,0,109893653267684208,2031,90,2060,128
1814,2081,73,160,224,109893653267994176,2031,111,2060,141
1814,2081,74,48,-32,109893653268015648,2030,364,2060,143
1815,2080,219,0,-48,109893653270749936,2030,302,2060,448
1815,2080,222,64,-16,109893653270757984,2030,303,2060,450
1815,2080,229,32,-64,109893653270962048,2031,418,2060,460
1815,2080,233,32,-64,109893653271039760,2030,319,2060,462
1815,2080,235,48,0,109893653271067968,2030,322,2060,464
1815,2080,236,80,0,109893653271099984,2031,430,2060,465
1815,2080,241,32,-32,109893653271182112,2031,438,2060,469
1815,2080,246,32,-16,109893653271260016,2031,441,2060,474
1815,2080,248,64,16,109893653271302624,2031,445,2060,478
1815,2080,249,64,-16,109893653271333088,2030,337,2061,508
1815,2081,267,0,-16,109893653270749936,2030,302,2060,448
1815,2081,270,64,0,109893653270757984,2030,303,2060,450
1815,2081,278,32,-48,109893653270962048,2031,418,2060,460
1815,2081,281,32,-32,109893653271039760,2030,319,2060,462
1815,2081,283,48,0,109893653271067968,2030,322,2060,464
1815,2081,284,80,0,109893653271099984,2031,430,2060,465
1815,2081,287,96,16,109893653271154272,2031,435,2061,497
1815,2081,290,32,-32,109893653271182112,2031,438,2060,469
1815,2081,295,32,-16,109893653271260016,2031,441,2060,474
1815,2081,297,64,0,109893653271302624,2031,445,2060,478
1815,2081,298,48,0,109893653271333088,2031,447,2061,508
1816,2080,444,16,-32,109893653273936096,2031,105,2060,147
1816,2080,458,0,-48,109893653274139312,2031,118,2061,199
1816,2080,468,16,-48,109893653274268016,2031,129,2060,173
1816,2080,472,80,16,109893653274337456,2030,239,2060,178
1816,2080,477,0,-64,109893653274445312,2031,141,2061,216
1816,2080,478,16,0,109893653274481440,2031,143,2060,187
1816,2081,300,16,-32,109893653273936096,2031,105,2060,147
1816,2081,313,0,-48,109893653274139312,2031,118,2061,199
1816,2081,322,16,-48,109893653274268016,2031,129,2060,173
1816,2081,326,80,0,109893653274337456,2030,239,2060,178
1816,2081,330,0,-80,109893653274445312,2031,141,2061,216
1816,2081,331,16,-16,109893653274481440,2031,143,2060,187
1817,2080,276,32,-32,109893653277042304,2031,367,2061,105
1817,2080,277,80,0,109893653277049664,2030,501,2060,326
1817,2080,283,32,-16,109893653277130352,2030,505,2060,333
1817,2080,284,16,16,109893653277144928,2031,375,2061,111
1817,2080,293,16,-32,109893653277309488,2030,520,2060,345
1817,2080,300,80,0,109893653277426448,2031,397,2060,353
1817,2081,409,32,-32,109893653277042304,2031,367,2061,105
1817,2081,410,80,-16,109893653277049664,2030,501,2060,326
1817,2081,415,32,-48,109893653277130352,2030,505,2060,333
1817,2081,424,16,-32,109893653277309488,2030,520,2060,345
1818,2080,256,48,-16,109893653280281568,2030,378,2060,143
1818,2081,215,48,-32,109893653280281568,2030,378,2060,143
1819,2080,337,16,-32,109893653283393536,2031,131,2060,103
1819,2080,353,32,0,109893653283734240,2031,153,2060,117
1819,2080,355,96,-16,109893653283793600,2030,61,2060,120
1819,2081,384,16,-32,109893653283393536,2031,131,2060,103
1819,2081,390,64,0,109893653283535600,2030,46,2060,110
1819,2081,401,32,0,109893653283734240,2031,153,2060,117
1819,2081,403,96,0,109893653283793600,2030,61,2060,120
1820,2080,467,80,0,109893653286584320,2031,279,2060,332
1820,2080,472,-16,-32,109893653286686336,2031,285,2060,334
1820,2080,478,64,16,109893653286860672,2030,141,2060,342
1820,2080,488,16,-96,109893653286943440,2031,310,2060,348
1820,2081,366,80,-16,109893653286584320,2031,279,2060,332
1820,2081,371,-16,-48,109893653286686336,2031,285,2060,334
1820,2081,377,64,32,109893653286860672,2030,141,2060,342
1820,2081,389,16,-64,109893653286943440,2031,310,2060,348
1821,2080,142,64,-16,109893653289661984,2030,397,2060,228
1821,2080,147,32,-48,109893653289815216,2031,274,2060,234
1821,2080,154,64,0,109893653289949616,2030,416,2060,243
1821,2080,168,32,-16,109893653290148416,2030,427,2061,323
1821,2081,367,64,0,109893653289661984,2030,397,2060,228
1821,2081,372,32,-16,109893653289815216,2031,274,2060,234
1821,2081,379,80,-16,109893653289949616,2031,283,2060,243
1821,2081,391,32,-48,109893653290148416,2030,427,2061,323
1822,2080,311,32,-96,109893653293234080,2030,445,2060,179
1822,2080,314,80,64,109893653293314400,2031,231,2060,188
1822,2081,370,32,-16,109893653293136400,2030,438,2061,333
1823,2080,403,32,-48,109893653295894576,2030,210,2060,93
1823,2080,410,80,0,109893653296004960,2030,218,2060,101
1823,2080,416,-160,-80,109893653296094080,2030,222,2061,171
1823,2081,429,32,-48,109893653295894576,2030,210,2060,93
1823,2081,436,80,-16,109893653296004960,2030,218,2060,101
1823,2081,441,-160,-64,109893653296094080,2030,222,2061,171
1824,2080,318,80,48,109893653299010848,2030,343,2061,372
1824,2080,326,80,-16,109893653299194576,2030,349,2060,142
1824,2080,331,48,0,109893653299385616,2031,194,2061,394
1824,2080,340,16,0,109893653299605808,2031,202,2060,166
1824,2081,205,80,16,109893653299010848,2030,343,2061,372
1824,2081,214,80,0,109893653299194576,2030,349,2060,142
1824,2081,219,48,-16,109893653299385616,2031,194,2061,394
1824,2081,228,16,-16,109893653299605808,2031,202,2060,166
1825,2080,199,96,32,109893653302310400,2030,388,2061,308
1825,2080,201,16,-64,109893653302330640,2031,283,2061,311
1825,2081,344,96,0,109893653302310400,2030,388,2061,308
1825,2081,346,16,-64,109893653302330640,2031,283,2061,311
1826,2080,478,-32,-32,109893653305475728,2030,120,2060,203
1826,2080,497,64,0,109893653305785136,2031,178,2061,298
1826,2081,400,-32,-32,109893653305475728,2030,120,2060,203
1826,2081,418,64,-16,109893653305785136,2031,178,2061,298
1827,2080,311,64,-48,109893653308674464,2030,120,2060,223
1827,2080,314,-16,0,109893653308782160,2031,266,2060,232
1827,2080,325,48,-64,109893653308975392,2030,138,2060,242
1827,2081,550,64,-48,109893653308674464,2030,120,2060,223
1827,2081,553,0,0,109893653308782160,2031,266,2061,164
1827,2081,565,48,-48,109893653308975392,2030,138,2060,242
1828,2080,283,64,0,109893653311642720,2030,174,2060,109
1828,2080,290,0,0,109893653311850240,2031,148,2061,396
1828,2081,48,64,0,109893653311642720,2030,174,2060,109
1828,2081,55,0,-32,109893653311850240,2031,148,2061,396
1829,2080,256,-16,-16,109893653314900656,2030,286,2060,63
1829,2080,264,112,160,109893653315066704,2031,109,2060,74
1829,2080,267,32,-16,109893653315149488,2030,302,2060,79
1829,2081,174,-16,0,109893653314900656,2030,286,2060,63
1829,2081,182,112,160,109893653315066704,2031,109,2060,74
1829,2081,184,32,-64,109893653315149488,2030,302,2060,79
1830,2080,203,48,-64,109893653317895360,2030,442,2060,236
1830,2080,209,32,-16,109893653317969488,2030,446,2060,242
1830,2080,225,48,-16,109893653318187920,2030,454,2060,253
1830,2080,229,48,-32,109893653318320928,2030,465,2060,262
1830,2080,235,48,0,109893653318440064,2030,471,2060,268
1830,2081,348,48,-48,109893653317895360,2030,442,2060,236
1830,2081,352,32,-16,109893653317969488,2030,446,2060,242
1830,2081,369,48,-48,109893653318187920,2030,454,2060,253
1830,2081,372,48,16,109893653318320928,2030,465,2060,262
1830,2081,377,32,0,109893653318440064,2031,308,2060,268
1831,2080,108,80,-48,109893653321216064,2031,279,2060,314
1831,2080,111,16,-48,109893653321255424,2031,283,2060,316
1831,2080,123,96,-32,109893653321490672,2030,229,2060,330
1831,2080,124,80,0,109893653321493376,2031,296,2060,329
1831,2081,182,80,-80,109893653321216064,2031,279,2060,314
1831,2081,185,16,-64,109893653321255424,2031,283,2060,316
1831,2081,199,96,0,109893653321490672,2030,229,2060,330
1831,2081,200,80,-16,109893653321493376,2031,296,2060,329
1832,2080,482,32,-48,109893653324412768,2030,266,2060,359
1832,2080,485,64,0,109893653324483712,2030,273,2061,400
1832,2080,486,80,16,109893653324505424,2030,274,2060,366
1832,2080,487,16,-80,109893653324541984,2030,277,2060,368
1832,2080,496,48,16,109893653324666832,2031,329,2060,376
1832,2080,498,32,-16,109893653324712224,2030,290,2060,377
1832,2080,499,32,0,109893653324762640,2031,335,2060,380
1832,2080,506,-16,-16,109893653324965568,2030,302,2060,390
1832,2080,510,48,80,109893653324986816,2030,307,2061,422
1832,2081,235,32,-16,109893653324412768,2030,266,2060,359
1832,2081,239,64,0,109893653324483712,2030,273,2061,400
1832,2081,240,80,48,109893653324505424,2030,274,2060,366
1832,2081,241,16,-96,109893653324541984,2030,277,2060,368
1832,2081,250,64,0,109893653324666848,2030,286,2060,376
1832,2081,252,32,0,109893653324712224,2030,290,2060,377
1832,2081,253,32,-48,109893653324762640,2031,335,2060,380
