sample,mean,mean_uncertainty,median,percentile_16,percentile_84
0,-0.20792796522459117,0.35731749037371724,0,-8,8.5
1,-0.12740633409232044,0.34758342729808495,0,-7.5,8.5
2,-0.1675636514179259,0.33893937752494013,0,-7,8
3,-0.14769198923618299,0.33224528922485891,0,-7,8
4,-0.12575036224384187,0.32526043795012127,0,-7,8
5,-0.1317532601945767,0.31767694898082122,0,-7,8
6,-0.069240322914510447,0.30951594155102963,0,-7,8
7,-0.11333057338025254,0.30106313396055479,0,-7,8
8,-0.14748499275512317,0.29240773277619964,0,-7,8
9,-0.14272407369074724,0.28317324587658965,0,-7,7.5
10,-0.016870213206375492,0.27398590406871437,0,-7,8
11,-0.0071413785965638585,0.26658730649785778,0,-7,7.5
12,-0.013144276547298696,0.25888517836479508,0,-6.5,7.5
13,0.069861312357689914,0.24970012926186042,0,-6,7.5
14,0.048333678327468432,0.24015683145593827,0.5,-6,7
15,0.024529083005588904,0.23009873734211705,0.5,-6,7
16,-0.10132477747878287,0.21791018620371563,0,-6.5,7
17,-0.14914096460360174,0.20289558868426186,0,-6,7
18,-0.14375905609604636,0.18488233911043489,0,-6,7
19,-0.1261643552059615,0.16760376871652524,0,-6.5,7
20,-0.18122541916787416,0.15040283253564821,0,-6,6.5
21,-0.089732974539432825,0.13390608193636847,0,-6,6
22,0.011695301179879942,0.12061872956206821,0,-6,6
23,0.14645001034982405,0.1113313048138182,0,-6,6
24,0.3143241564893397,0.10382519777393741,0,-6,6
25,0.33398882219002279,0.10306277123355102,0,-6,6
26,0.39670875595114885,0.1107421896018544,0,-6,6
27,0.42693024218588282,0.12636399336692186,0,-6,6
28,0.53332643345063135,0.14748702209012171,0,-6,6
29,0.60246325812461188,0.16980892742500758,0,-6,6
30,0.68774580832125853,0.19395138858036279,0,-6,6
31,0.76930242185882836,0.21664610904022966,0,-6.5,6.5
32,0.74570482301800867,0.23784401332126076,0,-7,7
33,0.76950941833988817,0.25704485907719604,0,-7,6.5
34,0.79703995032084451,0.27491808657614525,0,-7,7
35,0.85458497205547501,0.29133702339111833,0,-7,7
36,0.8340923204305527,0.30565310988192412,0,-7,7
37,0.86803974332436351,0.31989204880510524,0,-7,7
38,0.89350031049472156,0.33498705370082499,0,-7.5,7
39,0.9413164976195405,0.34898937571458416,0,-7.5,7
40,1.1131235768991927,0.36328029785221488,0,-7.5,7
41,1.1474849927551232,0.37810925047375366,0,-8,7
42,1.1955081763610018,0.39471294049507577,0,-8,7
43,1.2484992755123163,0.41127403960515169,-0.5,-8,7
44,1.4296211964396606,0.43024858974020114,-0.5,-8,7
45,1.6041192299730904,0.45208716240103047,0,-8,7
46,1.7543986752225211,0.47467589551201633,0,-8,7.5
47,1.8694887186917823,0.49890233359561464,-0.5,-8,7.5
48,2.0706892982819292,0.52385570209615395,-0.5,-8.5,8
49,2.2128958807700267,0.55204830532087523,-0.5,-9,8
50,2.4583937073069757,0.58391921734626462,-0.5,-9,8
51,2.8088387497412546,0.61888545380157067,-0.5,-9,8.5
52,3.1599047816187125,0.65616832343968057,-0.5,-9,9
53,3.6138480645829021,0.69615246629567495,-0.5,-9,9
54,4.3393707306975777,0.74444284116032211,-0.5,-9,9.5
55,5.5859035396398262,0.80968056670318567,0,-9,10
56,7.8156696336162286,0.90419277661331721,0,-9,11.5
57,12.104015731732561,1.0491767659029463,1,-9,15
58,21.531049472158973,1.2647587064415586,4,-7.0999999999999659,27.5
59,43.752328710411923,1.5723165204818461,16,-2.5,67
60,92.140033119436964,2.0184372009311384,52.5,10.5,157
61,180.05744152349411,2.6838294906198517,129.5,43.5,307
62,308.68132891740839,3.6017671365655737,247,108,507
63,465.93013868764228,4.7484501880059797,381.5,199,743
64,635.78462016145727,6.0665763626339251,518,296,993.99999999999955
65,805.35530945973915,7.4748480919038354,653,381,1251
66,966.13361622852415,8.882927320257858,776,457,1498.1999999999989
67,1113.0564065410888,10.215162234699138,891.5,523,1722.5999999999995
68,1242.8413371972676,11.416640644678901,990,584.5,1919
69,1353.7678534464915,12.454755643514826,1076.5,637,2102.5
70,1445.5296004967915,13.31578568344721,1144,678,2252
71,1518.6544193748707,14.000931553124335,1204,713.80000000000007,2373.3999999999996
72,1574.5178016973712,14.519051413087272,1246.5,740.5,2462.6999999999994
73,1615.2242806872284,14.892421928854073,1278.5,760.90000000000009,2527.9999999999982
74,1643.7096874353135,15.144523219361936,1297,776.40000000000009,2577.6999999999998
75,1663.230076588698,15.307860899895884,1314,786,2614.1999999999998
76,1677.0580625129373,15.41123057509745,1326,794.40000000000009,2636.5999999999999
77,1687.9553922583316,15.481869736586981,1337,801.5,2648
78,1697.9305526806045,15.5397428377133,1343.5,807,2655.5999999999999
79,1708.0574415234942,15.599198350873602,1350.5,812.90000000000009,2662.2999999999997
80,1718.2741668391636,15.664897055171485,1359,818.5,2684.1999999999998
81,1727.7334920306355,15.734403636766427,1368,824.5,2698.5999999999999
82,1735.1623887393914,15.795995160865907,1374.5,828,2706.1999999999998
83,1739.7055475056925,15.837530660515979,1378.5,833,2712.0999999999999
84,1741.1671496584559,15.853999768941881,1380,832,2709.1999999999998
85,1740.195715172842,15.846140219720789,1378,832,2708.3999999999996
86,1737.8380252535708,15.820510892564268,1377.5,833,2700.2999999999997
87,1735.1224384185468,15.78391792269481,1375,831.70000000000005,2687.1999999999998
88,1732.7939350031049,15.744959643766933,1374,831.5,2682.1999999999998
89,1730.9744359345891,15.711239270508406,1373,831,2671.8999999999996
90,1729.5225626164356,15.685141608704493,1371,830.40000000000009,2662.1999999999994
91,1727.3356447940384,15.663929857731178,1370,827.5,2656.5999999999995
92,1723.281618712482,15.63953429030517,1367,826.5,2646.1999999999998
93,1716.6034982405299,15.603883392857259,1358,822.5,2637.1999999999998
94,1706.8785965638583,15.551407696074113,1347,817.90000000000009,2627.1999999999998
95,1694.88087352515,15.479557908595652,1334,810,2611.2999999999997
96,1681.8222935210101,15.390920267834725,1323,802.90000000000009,2589.1999999999994
97,1669.2143448561374,15.293446177734094,1313.5,797,2571
98,1657.8730076588697,15.193593581379854,1305,790.90000000000009,2550.5999999999999
99,1648.2418753881184,15.099922645845275,1297,788,2535
100,1639.9539432829642,15.015968054823777,1293,783.5,2522.5999999999995
101,1631.8206375491616,14.943092140925883,1289,780,2510.0999999999999
102,1622.4389360380874,14.87323021645442,1281,775.39999999999998,2496
103,1610.8129786793625,14.799157963443999,1271,768,2479
104,1596.690229766094,14.713865274736731,1259,761.39999999999998,2458.5999999999999
105,1580.8419581867108,14.614164300888447,1244.5,752.30000000000018,2440.3999999999996
106,1564.5362243841855,14.503415751416608,1231.5,742.90000000000009,2418.1999999999998
107,1549.122645415028,14.38330360086953,1219.5,735,2398.1999999999998
108,1535.6229559097496,14.263869984478827,1209.5,728.90000000000009,2379.1999999999998
109,1524.2006830883874,14.147556415747832,1203,723.90000000000009,2361.8999999999992
110,1514.3923618298488,14.0404807146118,1197,720.5,2337.3999999999992
111,1505.0497826536948,13.94335055428234,1193,714.90000000000009,2321.1999999999998
112,1494.6678741461394,13.852512346896892,1183,709,2305
113,1482.018526185055,13.761314223467407,1171,701.5,2289
114,1467.07420823846,13.664897677688668,1157,691.39999999999998,2274.2999999999997
115,1450.6237838956738,13.561385540849921,1141,683,2248.7999999999997
116,1433.8628648312979,13.45013640549649,1124,674,2224.5999999999995
117,1418.1934382115503,13.332559399267229,1115,666.5,2207.5999999999999
118,1404.4128544814739,13.21495463089038,1103,660.80000000000007,2188
119,1392.5658248809771,13.100445908932306,1091.5,654.90000000000009,2165.3999999999996
120,1382.0280480231836,12.989843086306545,1085,650.90000000000009,2149.3999999999996
121,1371.5434692610227,12.883604959823405,1077.5,646,2131.1999999999998
122,1359.9758849099564,12.781383919831908,1070,638.5,2115.5
123,1346.6939557027531,12.680384046484907,1056,630.40000000000009,2097.5
124,1331.6593872904161,12.578739189002681,1041.5,624,2075.5
125,1315.7310080728628,12.475100279936957,1028.5,616,2055.0999999999999
126,1300.1257503622439,12.369504973945601,1013.5,607,2034.5
127,1285.8717656799834,12.263393526700133,1003,601.20000000000005,2014.7999999999997
128,1273.3014903746637,12.155643643050084,995,593.40000000000009,1993.0999999999999
129,1262.2335955288761,12.045775632422664,989,587,1974.7999999999997
130,1251.7931070171808,11.936135020248107,982,581,1952.1999999999994
131,1240.9106810184228,11.828371835653719,974.5,574.90000000000009,1935.0999999999999
132,1228.5233906023598,11.721352721995462,965,568.40000000000009,1920.0999999999999
133,1214.2605050714137,11.615666791015014,952.5,563,1899.0999999999995
134,1198.6459325191472,11.509551640650322,939,554,1879.6999999999998
135,1182.7283171186091,11.401895229160701,927,545,1859.5999999999999
136,1167.9651210929414,11.294100916361643,912.5,538.40000000000009,1840.7999999999997
137,1155.1700476091905,11.187086988436061,902,530.40000000000009,1819.1999999999994
138,1144.5602359759885,11.082021789868062,893,527,1798
139,1135.4755744152349,10.978897257136516,889,521.80000000000007,1778.0999999999999
140,1126.6908507555372,10.875880307048787,883.5,517,1764.5999999999999
141,1116.6101221279239,10.771763296423625,876,512,1749.6999999999998
142,1104.3275719312771,10.663953951047798,865,505.80000000000007,1731.0999999999999
